REGION_RESIDENCIA;CODIGO_REGION;FECHA;CAMAS_UCI_HABILITADAS;CAMAS_UCI_OCUPADAS_COVID_19;CAMAS_UCI_OCUPADAS_NO_COVID_19;CAMAS_BASE_2019;SEMANA
Magallanes y de la Antártica Chilena;12;2020-06-27;32;3;18;14;2020-06-22
Magallanes y de la Antártica Chilena;12;2020-06-28;32;3;15;14;2020-06-22
Magallanes y de la Antártica Chilena;12;2020-06-29;32;3;16;14;2020-06-29
Magallanes y de la Antártica Chilena;12;2020-06-30;32;3;14;14;2020-06-29
Magallanes y de la Antártica Chilena;12;2020-07-01;32;4;15;14;2020-06-29
Magallanes y de la Antártica Chilena;12;2020-07-02;32;4;13;14;2020-06-29
Magallanes y de la Antártica Chilena;12;2020-07-03;32;4;15;14;2020-06-29
Magallanes y de la Antártica Chilena;12;2020-07-04;32;2;13;14;2020-06-29
Magallanes y de la Antártica Chilena;12;2020-07-05;32;2;12;14;2020-06-29
Magallanes y de la Antártica Chilena;12;2020-07-06;32;2;13;14;2020-07-06
Magallanes y de la Antártica Chilena;12;2020-07-07;32;2;12;14;2020-07-06
Magallanes y de la Antártica Chilena;12;2020-07-08;32;1;15;14;2020-07-06
Magallanes y de la Antártica Chilena;12;2020-07-09;32;2;18;14;2020-07-06
Magallanes y de la Antártica Chilena;12;2020-07-10;32;2;19;14;2020-07-06
Magallanes y de la Antártica Chilena;12;2020-07-11;32;2;14;14;2020-07-06
Magallanes y de la Antártica Chilena;12;2020-07-12;32;2;14;14;2020-07-06
Magallanes y de la Antártica Chilena;12;2020-07-13;32;2;13;14;2020-07-13
Magallanes y de la Antártica Chilena;12;2020-07-14;32;3;16;14;2020-07-13
Magallanes y de la Antártica Chilena;12;2020-07-15;32;4;15;14;2020-07-13
Magallanes y de la Antártica Chilena;12;2020-07-16;32;4;12;14;2020-07-13
Magallanes y de la Antártica Chilena;12;2020-07-17;32;3;10;14;2020-07-13
Magallanes y de la Antártica Chilena;12;2020-07-18;32;3;12;14;2020-07-13
Magallanes y de la Antártica Chilena;12;2020-07-19;32;1;12;14;2020-07-13
Magallanes y de la Antártica Chilena;12;2020-07-20;32;0;9;14;2020-07-20
Magallanes y de la Antártica Chilena;12;2020-07-21;32;0;7;14;2020-07-20
Magallanes y de la Antártica Chilena;12;2020-07-22;32;2;14;14;2020-07-20
Magallanes y de la Antártica Chilena;12;2020-07-23;32;2;10;14;2020-07-20
Magallanes y de la Antártica Chilena;12;2020-07-24;32;2;8;14;2020-07-20
Magallanes y de la Antártica Chilena;12;2020-07-25;32;2;9;14;2020-07-20
Magallanes y de la Antártica Chilena;12;2020-07-26;32;2;18;14;2020-07-20
Magallanes y de la Antártica Chilena;12;2020-07-27;32;2;14;14;2020-07-27
Magallanes y de la Antártica Chilena;12;2020-07-28;32;2;18;14;2020-07-27
Magallanes y de la Antártica Chilena;12;2020-07-29;32;3;11;14;2020-07-27
Magallanes y de la Antártica Chilena;12;2020-07-30;32;3;15;14;2020-07-27
Magallanes y de la Antártica Chilena;12;2020-07-31;32;3;16;14;2020-07-27
Magallanes y de la Antártica Chilena;12;2020-08-01;32;3;15;14;2020-07-27
Magallanes y de la Antártica Chilena;12;2020-08-02;32;3;12;14;2020-07-27
Magallanes y de la Antártica Chilena;12;2020-08-03;32;3;16;14;2020-08-03
Magallanes y de la Antártica Chilena;12;2020-08-04;32;4;18;14;2020-08-03
Magallanes y de la Antártica Chilena;12;2020-08-05;32;5;17;14;2020-08-03
Magallanes y de la Antártica Chilena;12;2020-08-06;32;6;15;14;2020-08-03
Magallanes y de la Antártica Chilena;12;2020-08-07;32;6;11;14;2020-08-03
Magallanes y de la Antártica Chilena;12;2020-08-08;32;6;12;14;2020-08-03
Magallanes y de la Antártica Chilena;12;2020-08-09;32;5;14;14;2020-08-03
Magallanes y de la Antártica Chilena;12;2020-08-10;32;6;9;14;2020-08-10
Magallanes y de la Antártica Chilena;12;2020-08-11;32;4;17;14;2020-08-10
Magallanes y de la Antártica Chilena;12;2020-08-12;32;4;17;14;2020-08-10
Magallanes y de la Antártica Chilena;12;2020-08-13;32;4;20;14;2020-08-10
Magallanes y de la Antártica Chilena;12;2020-08-14;32;6;18;14;2020-08-10
Magallanes y de la Antártica Chilena;12;2020-08-15;32;5;15;14;2020-08-10
Magallanes y de la Antártica Chilena;12;2020-08-16;32;4;16;14;2020-08-10
Magallanes y de la Antártica Chilena;12;2020-08-17;32;2;17;14;2020-08-17
Magallanes y de la Antártica Chilena;12;2020-08-18;32;2;19;14;2020-08-17
Magallanes y de la Antártica Chilena;12;2020-08-19;32;2;20;14;2020-08-17
Magallanes y de la Antártica Chilena;12;2020-08-20;32;2;21;14;2020-08-17
Magallanes y de la Antártica Chilena;12;2020-08-21;32;5;17;14;2020-08-17
Magallanes y de la Antártica Chilena;12;2020-08-22;32;5;17;14;2020-08-17
Magallanes y de la Antártica Chilena;12;2020-08-23;32;6;17;14;2020-08-17
Magallanes y de la Antártica Chilena;12;2020-08-24;32;7;17;14;2020-08-24
Magallanes y de la Antártica Chilena;12;2020-08-25;32;8;19;14;2020-08-24
Magallanes y de la Antártica Chilena;12;2020-08-26;32;12;16;14;2020-08-24
Magallanes y de la Antártica Chilena;12;2020-08-27;32;12;13;14;2020-08-24
Magallanes y de la Antártica Chilena;12;2020-08-28;32;13;10;14;2020-08-24
Magallanes y de la Antártica Chilena;12;2020-08-29;32;12;14;14;2020-08-24
Magallanes y de la Antártica Chilena;12;2020-08-30;32;13;13;14;2020-08-24
Magallanes y de la Antártica Chilena;12;2020-08-31;32;14;13;14;2020-08-31
Magallanes y de la Antártica Chilena;12;2020-09-01;32;18;6;14;2020-08-31
Magallanes y de la Antártica Chilena;12;2020-09-02;32;16;5;14;2020-08-31
Magallanes y de la Antártica Chilena;12;2020-09-03;32;14;10;14;2020-08-31
Magallanes y de la Antártica Chilena;12;2020-09-04;32;14;15;14;2020-08-31
Magallanes y de la Antártica Chilena;12;2020-09-05;32;14;15;14;2020-08-31
Magallanes y de la Antártica Chilena;12;2020-09-06;32;16;14;14;2020-08-31
Magallanes y de la Antártica Chilena;12;2020-09-07;32;17;11;14;2020-09-07
Magallanes y de la Antártica Chilena;12;2020-09-08;32;18;7;14;2020-09-07
Magallanes y de la Antártica Chilena;12;2020-09-09;32;18;10;14;2020-09-07
Magallanes y de la Antártica Chilena;12;2020-09-10;32;19;7;14;2020-09-07
Magallanes y de la Antártica Chilena;12;2020-09-11;32;14;9;14;2020-09-07
Magallanes y de la Antártica Chilena;12;2020-09-12;32;16;8;14;2020-09-07
Magallanes y de la Antártica Chilena;12;2020-09-13;32;17;7;14;2020-09-07
Magallanes y de la Antártica Chilena;12;2020-09-14;32;15;8;14;2020-09-14
Magallanes y de la Antártica Chilena;12;2020-09-15;32;12;15;14;2020-09-14
Magallanes y de la Antártica Chilena;12;2020-09-16;32;12;10;14;2020-09-14
Magallanes y de la Antártica Chilena;12;2020-09-17;32;11;7;14;2020-09-14
Magallanes y de la Antártica Chilena;12;2020-09-18;32;10;10;14;2020-09-14
Magallanes y de la Antártica Chilena;12;2020-09-19;32;12;5;14;2020-09-14
Magallanes y de la Antártica Chilena;12;2020-09-20;32;12;8;14;2020-09-14
Magallanes y de la Antártica Chilena;12;2020-09-21;32;13;10;14;2020-09-21
Magallanes y de la Antártica Chilena;12;2020-09-22;32;15;4;14;2020-09-21
Magallanes y de la Antártica Chilena;12;2020-09-23;32;11;9;14;2020-09-21
Magallanes y de la Antártica Chilena;12;2020-09-24;32;13;8;14;2020-09-21
Magallanes y de la Antártica Chilena;12;2020-09-25;32;16;5;14;2020-09-21
Magallanes y de la Antártica Chilena;12;2020-09-26;32;14;8;14;2020-09-21
Magallanes y de la Antártica Chilena;12;2020-09-27;32;16;9;14;2020-09-21
Magallanes y de la Antártica Chilena;12;2020-09-28;32;14;12;14;2020-09-28
Magallanes y de la Antártica Chilena;12;2020-09-29;32;18;11;14;2020-09-28
Magallanes y de la Antártica Chilena;12;2020-09-30;32;20;8;14;2020-09-28
Magallanes y de la Antártica Chilena;12;2020-10-01;32;20;8;14;2020-09-28
Magallanes y de la Antártica Chilena;12;2020-10-02;34;21;7;14;2020-09-28
Magallanes y de la Antártica Chilena;12;2020-10-03;34;21;10;14;2020-09-28
Magallanes y de la Antártica Chilena;12;2020-10-04;34;20;10;14;2020-09-28
Magallanes y de la Antártica Chilena;12;2020-10-05;34;20;7;14;2020-10-05
Magallanes y de la Antártica Chilena;12;2020-10-06;34;19;8;14;2020-10-05
Magallanes y de la Antártica Chilena;12;2020-10-07;34;18;8;14;2020-10-05
Magallanes y de la Antártica Chilena;12;2020-10-08;34;18;13;14;2020-10-05
Magallanes y de la Antártica Chilena;12;2020-10-09;34;20;11;14;2020-10-05
Magallanes y de la Antártica Chilena;12;2020-10-10;34;18;11;14;2020-10-05
Magallanes y de la Antártica Chilena;12;2020-10-11;34;16;8;14;2020-10-05
Magallanes y de la Antártica Chilena;12;2020-10-12;34;15;9;14;2020-10-12
Magallanes y de la Antártica Chilena;12;2020-10-13;34;17;11;14;2020-10-12
Magallanes y de la Antártica Chilena;12;2020-10-14;34;18;8;14;2020-10-12
Magallanes y de la Antártica Chilena;12;2020-10-15;34;18;10;14;2020-10-12
Magallanes y de la Antártica Chilena;12;2020-10-16;34;18;10;14;2020-10-12
Magallanes y de la Antártica Chilena;12;2020-10-17;34;18;11;14;2020-10-12
Magallanes y de la Antártica Chilena;12;2020-10-18;34;19;10;14;2020-10-12
Magallanes y de la Antártica Chilena;12;2020-10-19;34;18;11;14;2020-10-19
Magallanes y de la Antártica Chilena;12;2020-10-20;34;17;12;14;2020-10-19
Magallanes y de la Antártica Chilena;12;2020-10-21;34;11;18;14;2020-10-19
Magallanes y de la Antártica Chilena;12;2020-10-22;34;13;17;14;2020-10-19
Magallanes y de la Antártica Chilena;12;2020-10-23;34;12;15;14;2020-10-19
Magallanes y de la Antártica Chilena;12;2020-10-24;34;13;18;14;2020-10-19
Magallanes y de la Antártica Chilena;12;2020-10-25;34;14;14;14;2020-10-19
Magallanes y de la Antártica Chilena;12;2020-10-26;34;14;14;14;2020-10-26
Magallanes y de la Antártica Chilena;12;2020-10-27;34;12;14;14;2020-10-26
Magallanes y de la Antártica Chilena;12;2020-10-28;34;11;17;14;2020-10-26
Magallanes y de la Antártica Chilena;12;2020-10-29;34;12;17;14;2020-10-26
Magallanes y de la Antártica Chilena;12;2020-10-30;34;12;15;14;2020-10-26
Magallanes y de la Antártica Chilena;12;2020-10-31;34;13;14;14;2020-10-26
Magallanes y de la Antártica Chilena;12;2020-11-01;34;13;16;14;2020-10-26
Magallanes y de la Antártica Chilena;12;2020-11-02;34;13;17;14;2020-11-02
Magallanes y de la Antártica Chilena;12;2020-11-03;34;16;14;14;2020-11-02
Magallanes y de la Antártica Chilena;12;2020-11-04;34;15;17;14;2020-11-02
Magallanes y de la Antártica Chilena;12;2020-11-05;34;14;17;14;2020-11-02
Magallanes y de la Antártica Chilena;12;2020-11-06;34;14;17;14;2020-11-02
Magallanes y de la Antártica Chilena;12;2020-11-07;34;16;15;14;2020-11-02
Magallanes y de la Antártica Chilena;12;2020-11-08;34;17;13;14;2020-11-02
Magallanes y de la Antártica Chilena;12;2020-11-09;34;21;7;14;2020-11-09
Magallanes y de la Antártica Chilena;12;2020-11-10;34;16;11;14;2020-11-09
Magallanes y de la Antártica Chilena;12;2020-11-11;34;17;10;14;2020-11-09
Magallanes y de la Antártica Chilena;12;2020-11-12;34;21;7;14;2020-11-09
Magallanes y de la Antártica Chilena;12;2020-11-13;34;17;8;14;2020-11-09
Magallanes y de la Antártica Chilena;12;2020-11-14;34;17;8;14;2020-11-09
Magallanes y de la Antártica Chilena;12;2020-11-15;31;17;11;14;2020-11-09
Magallanes y de la Antártica Chilena;12;2020-11-16;31;14;12;14;2020-11-16
Magallanes y de la Antártica Chilena;12;2020-11-17;31;12;12;14;2020-11-16
Magallanes y de la Antártica Chilena;12;2020-11-18;31;10;9;14;2020-11-16
Magallanes y de la Antártica Chilena;12;2020-11-19;31;9;12;14;2020-11-16
Magallanes y de la Antártica Chilena;12;2020-11-20;31;11;10;14;2020-11-16
Magallanes y de la Antártica Chilena;12;2020-11-21;31;11;10;14;2020-11-16
Magallanes y de la Antártica Chilena;12;2020-11-22;31;11;9;14;2020-11-16
Magallanes y de la Antártica Chilena;12;2020-11-23;31;12;7;14;2020-11-23
Magallanes y de la Antártica Chilena;12;2020-11-24;31;11;9;14;2020-11-23
Magallanes y de la Antártica Chilena;12;2020-11-25;31;11;11;14;2020-11-23
Magallanes y de la Antártica Chilena;12;2020-11-26;31;10;13;14;2020-11-23
Magallanes y de la Antártica Chilena;12;2020-11-27;31;12;10;14;2020-11-23
Magallanes y de la Antártica Chilena;12;2020-11-28;31;10;13;14;2020-11-23
Magallanes y de la Antártica Chilena;12;2020-11-29;31;10;10;14;2020-11-23
Magallanes y de la Antártica Chilena;12;2020-11-30;31;12;11;14;2020-11-30
Magallanes y de la Antártica Chilena;12;2020-12-01;31;10;13;14;2020-11-30
Magallanes y de la Antártica Chilena;12;2020-12-02;31;11;13;14;2020-11-30
Magallanes y de la Antártica Chilena;12;2020-12-03;31;13;11;14;2020-11-30
Magallanes y de la Antártica Chilena;12;2020-12-04;31;13;11;14;2020-11-30
Magallanes y de la Antártica Chilena;12;2020-12-05;31;12;12;14;2020-11-30
Magallanes y de la Antártica Chilena;12;2020-12-06;31;12;7;14;2020-11-30
Magallanes y de la Antártica Chilena;12;2020-12-07;31;9;11;14;2020-12-07
Magallanes y de la Antártica Chilena;12;2020-12-08;31;9;15;14;2020-12-07
Magallanes y de la Antártica Chilena;12;2020-12-09;31;12;8;14;2020-12-07
Magallanes y de la Antártica Chilena;12;2020-12-10;31;11;9;14;2020-12-07
Magallanes y de la Antártica Chilena;12;2020-12-11;31;11;9;14;2020-12-07
Magallanes y de la Antártica Chilena;12;2020-12-12;31;9;14;14;2020-12-07
Magallanes y de la Antártica Chilena;12;2020-12-13;31;12;10;14;2020-12-07
Magallanes y de la Antártica Chilena;12;2020-12-14;31;9;10;14;2020-12-14
Magallanes y de la Antártica Chilena;12;2020-12-15;31;10;10;14;2020-12-14
Magallanes y de la Antártica Chilena;12;2020-12-16;31;11;10;14;2020-12-14
Magallanes y de la Antártica Chilena;12;2020-12-17;31;11;12;14;2020-12-14
Magallanes y de la Antártica Chilena;12;2020-12-18;31;13;10;14;2020-12-14
Magallanes y de la Antártica Chilena;12;2020-12-19;31;12;8;14;2020-12-14
Magallanes y de la Antártica Chilena;12;2020-12-20;31;10;11;14;2020-12-14
Magallanes y de la Antártica Chilena;12;2020-12-21;31;9;15;14;2020-12-21
Magallanes y de la Antártica Chilena;12;2020-12-22;31;11;14;14;2020-12-21
Magallanes y de la Antártica Chilena;12;2020-12-23;31;11;13;14;2020-12-21
Magallanes y de la Antártica Chilena;12;2020-12-24;31;9;13;14;2020-12-21
Magallanes y de la Antártica Chilena;12;2020-12-25;31;11;12;14;2020-12-21
Magallanes y de la Antártica Chilena;12;2020-12-26;31;11;13;14;2020-12-21
Magallanes y de la Antártica Chilena;12;2020-12-27;31;11;13;14;2020-12-21
Magallanes y de la Antártica Chilena;12;2020-12-28;31;12;14;14;2020-12-28
Magallanes y de la Antártica Chilena;12;2020-12-29;31;11;16;14;2020-12-28
Magallanes y de la Antártica Chilena;12;2020-12-30;31;12;16;14;2020-12-28
Magallanes y de la Antártica Chilena;12;2020-12-31;31;12;12;14;2020-12-28
Magallanes y de la Antártica Chilena;12;2021-01-01;31;9;14;14;2020-12-28
Magallanes y de la Antártica Chilena;12;2021-01-02;31;11;11;14;2020-12-28
Magallanes y de la Antártica Chilena;12;2021-01-03;31;11;12;14;2020-12-28
Magallanes y de la Antártica Chilena;12;2021-01-04;31;10;17;14;2021-01-04
Magallanes y de la Antártica Chilena;12;2021-01-05;31;11;13;14;2021-01-04
Magallanes y de la Antártica Chilena;12;2021-01-06;25;10;12;14;2021-01-04
Magallanes y de la Antártica Chilena;12;2021-01-07;25;11;11;14;2021-01-04
Magallanes y de la Antártica Chilena;12;2021-01-08;25;10;11;14;2021-01-04
Magallanes y de la Antártica Chilena;12;2021-01-09;24;9;12;14;2021-01-04
Magallanes y de la Antártica Chilena;12;2021-01-10;24;12;9;14;2021-01-04
Magallanes y de la Antártica Chilena;12;2021-01-11;24;14;9;14;2021-01-11
Magallanes y de la Antártica Chilena;12;2021-01-12;24;13;10;14;2021-01-11
Magallanes y de la Antártica Chilena;12;2021-01-13;24;16;8;14;2021-01-11
Magallanes y de la Antártica Chilena;12;2021-01-14;24;16;8;14;2021-01-11
Magallanes y de la Antártica Chilena;12;2021-01-15;24;15;9;14;2021-01-11
Magallanes y de la Antártica Chilena;12;2021-01-16;24;10;13;14;2021-01-11
Magallanes y de la Antártica Chilena;12;2021-01-17;26;10;15;14;2021-01-11
Magallanes y de la Antártica Chilena;12;2021-01-18;25;14;10;14;2021-01-18
Magallanes y de la Antártica Chilena;12;2021-01-19;24;11;8;14;2021-01-18
Magallanes y de la Antártica Chilena;12;2021-01-20;24;12;10;14;2021-01-18
Magallanes y de la Antártica Chilena;12;2021-01-21;24;12;10;14;2021-01-18
Magallanes y de la Antártica Chilena;12;2021-01-22;24;13;10;14;2021-01-18
Magallanes y de la Antártica Chilena;12;2021-01-23;24;14;9;14;2021-01-18
Magallanes y de la Antártica Chilena;12;2021-01-24;24;14;9;14;2021-01-18
Magallanes y de la Antártica Chilena;12;2021-01-25;24;12;9;14;2021-01-25
Magallanes y de la Antártica Chilena;12;2021-01-26;25;11;10;14;2021-01-25
Magallanes y de la Antártica Chilena;12;2021-01-27;24;10;10;14;2021-01-25
Magallanes y de la Antártica Chilena;12;2021-01-28;24;13;9;14;2021-01-25
Magallanes y de la Antártica Chilena;12;2021-01-29;24;12;9;14;2021-01-25
Magallanes y de la Antártica Chilena;12;2021-01-30;24;11;8;14;2021-01-25
Magallanes y de la Antártica Chilena;12;2021-01-31;25;11;10;14;2021-01-25
Magallanes y de la Antártica Chilena;12;2021-02-01;24;13;9;14;2021-02-01
Magallanes y de la Antártica Chilena;12;2021-02-02;26;12;13;14;2021-02-01
Magallanes y de la Antártica Chilena;12;2021-02-03;24;10;11;14;2021-02-01
Magallanes y de la Antártica Chilena;12;2021-02-04;24;13;6;14;2021-02-01
Magallanes y de la Antártica Chilena;12;2021-02-05;24;13;8;14;2021-02-01
Magallanes y de la Antártica Chilena;12;2021-02-06;24;12;10;14;2021-02-01
Magallanes y de la Antártica Chilena;12;2021-02-07;24;11;8;14;2021-02-01
Magallanes y de la Antártica Chilena;12;2021-02-08;24;12;8;14;2021-02-08
Magallanes y de la Antártica Chilena;12;2021-02-09;24;13;8;14;2021-02-08
Magallanes y de la Antártica Chilena;12;2021-02-10;24;14;9;14;2021-02-08
Magallanes y de la Antártica Chilena;12;2021-02-11;24;13;10;14;2021-02-08
Magallanes y de la Antártica Chilena;12;2021-02-12;24;14;9;14;2021-02-08
Magallanes y de la Antártica Chilena;12;2021-02-13;25;14;10;14;2021-02-08
Magallanes y de la Antártica Chilena;12;2021-02-14;25;14;10;14;2021-02-08
Magallanes y de la Antártica Chilena;12;2021-02-15;24;12;11;14;2021-02-15
Magallanes y de la Antártica Chilena;12;2021-02-16;24;12;9;14;2021-02-15
Magallanes y de la Antártica Chilena;12;2021-02-17;24;12;9;14;2021-02-15
Magallanes y de la Antártica Chilena;12;2021-02-18;24;12;8;14;2021-02-15
Magallanes y de la Antártica Chilena;12;2021-02-19;24;9;9;14;2021-02-15
Magallanes y de la Antártica Chilena;12;2021-02-20;24;8;10;14;2021-02-15
Magallanes y de la Antártica Chilena;12;2021-02-21;25;12;10;14;2021-02-15
Magallanes y de la Antártica Chilena;12;2021-02-22;24;12;10;14;2021-02-22
Magallanes y de la Antártica Chilena;12;2021-02-23;24;13;10;14;2021-02-22
Magallanes y de la Antártica Chilena;12;2021-02-24;24;14;10;14;2021-02-22
Magallanes y de la Antártica Chilena;12;2021-02-25;24;12;11;14;2021-02-22
Magallanes y de la Antártica Chilena;12;2021-02-26;24;12;10;14;2021-02-22
Magallanes y de la Antártica Chilena;12;2021-02-27;24;11;11;14;2021-02-22
Magallanes y de la Antártica Chilena;12;2021-02-28;24;9;11;14;2021-02-22
Magallanes y de la Antártica Chilena;12;2021-03-01;24;10;11;14;2021-03-01
Magallanes y de la Antártica Chilena;12;2021-03-02;22;9;10;14;2021-03-01
Magallanes y de la Antártica Chilena;12;2021-03-03;22;10;10;14;2021-03-01
Magallanes y de la Antártica Chilena;12;2021-03-04;22;10;10;14;2021-03-01
Magallanes y de la Antártica Chilena;12;2021-03-05;25;10;9;14;2021-03-01
Magallanes y de la Antártica Chilena;12;2021-03-06;24;10;8;14;2021-03-01
Magallanes y de la Antártica Chilena;12;2021-03-07;28;12;11;14;2021-03-01
Magallanes y de la Antártica Chilena;12;2021-03-08;26;13;11;14;2021-03-08
Magallanes y de la Antártica Chilena;12;2021-03-09;28;12;11;14;2021-03-08
Magallanes y de la Antártica Chilena;12;2021-03-10;27;12;12;14;2021-03-08
Magallanes y de la Antártica Chilena;12;2021-03-11;28;12;14;14;2021-03-08
Magallanes y de la Antártica Chilena;12;2021-03-12;28;13;13;14;2021-03-08
Magallanes y de la Antártica Chilena;12;2021-03-13;28;11;13;14;2021-03-08
Magallanes y de la Antártica Chilena;12;2021-03-14;29;12;11;14;2021-03-08
Magallanes y de la Antártica Chilena;12;2021-03-15;29;11;11;14;2021-03-15
Magallanes y de la Antártica Chilena;12;2021-03-16;29;12;9;14;2021-03-15
Magallanes y de la Antártica Chilena;12;2021-03-17;31;12;10;14;2021-03-15
Magallanes y de la Antártica Chilena;12;2021-03-18;31;10;11;14;2021-03-15
Magallanes y de la Antártica Chilena;12;2021-03-19;28;10;11;14;2021-03-15
Magallanes y de la Antártica Chilena;12;2021-03-20;29;10;10;14;2021-03-15
Magallanes y de la Antártica Chilena;12;2021-03-21;28;8;10;14;2021-03-15
Magallanes y de la Antártica Chilena;12;2021-03-22;32;7;13;14;2021-03-22
Magallanes y de la Antártica Chilena;12;2021-03-23;30;8;14;14;2021-03-22
Magallanes y de la Antártica Chilena;12;2021-03-24;29;10;14;14;2021-03-22
Magallanes y de la Antártica Chilena;12;2021-03-25;30;10;13;14;2021-03-22
Magallanes y de la Antártica Chilena;12;2021-03-26;27;11;11;14;2021-03-22
Magallanes y de la Antártica Chilena;12;2021-03-27;29;11;10;14;2021-03-22
Magallanes y de la Antártica Chilena;12;2021-03-28;31;10;10;14;2021-03-22
Magallanes y de la Antártica Chilena;12;2021-03-29;27;10;12;14;2021-03-29
Magallanes y de la Antártica Chilena;12;2021-03-30;32;11;15;14;2021-03-29
Magallanes y de la Antártica Chilena;12;2021-03-31;28;10;14;14;2021-03-29
Magallanes y de la Antártica Chilena;12;2021-04-01;30;11;13;14;2021-03-29
Magallanes y de la Antártica Chilena;12;2021-04-02;31;10;12;14;2021-03-29
Magallanes y de la Antártica Chilena;12;2021-04-03;37;13;13;14;2021-03-29
Magallanes y de la Antártica Chilena;12;2021-04-04;37;13;11;14;2021-03-29
Magallanes y de la Antártica Chilena;12;2021-04-05;37;16;13;14;2021-04-05
Magallanes y de la Antártica Chilena;12;2021-04-06;37;17;15;14;2021-04-05
Magallanes y de la Antártica Chilena;12;2021-04-07;37;18;17;14;2021-04-05
Magallanes y de la Antártica Chilena;12;2021-04-08;37;19;15;14;2021-04-05
Magallanes y de la Antártica Chilena;12;2021-04-09;37;16;16;14;2021-04-05
Magallanes y de la Antártica Chilena;12;2021-04-10;37;17;17;14;2021-04-05
Magallanes y de la Antártica Chilena;12;2021-04-11;37;15;15;14;2021-04-05
Magallanes y de la Antártica Chilena;12;2021-04-12;37;17;15;14;2021-04-12
Magallanes y de la Antártica Chilena;12;2021-04-13;37;17;14;14;2021-04-12
Magallanes y de la Antártica Chilena;12;2021-04-14;38;15;13;14;2021-04-12
Magallanes y de la Antártica Chilena;12;2021-04-15;38;14;12;14;2021-04-12
Magallanes y de la Antártica Chilena;12;2021-04-16;38;16;12;14;2021-04-12
Magallanes y de la Antártica Chilena;12;2021-04-17;38;17;13;14;2021-04-12
Magallanes y de la Antártica Chilena;12;2021-04-18;40;14;14;14;2021-04-12
Magallanes y de la Antártica Chilena;12;2021-04-19;40;14;13;14;2021-04-19
Magallanes y de la Antártica Chilena;12;2021-04-20;40;16;15;14;2021-04-19
Magallanes y de la Antártica Chilena;12;2021-04-21;40;17;13;14;2021-04-19
Magallanes y de la Antártica Chilena;12;2021-04-22;40;18;12;14;2021-04-19
Magallanes y de la Antártica Chilena;12;2021-04-23;42;19;15;14;2021-04-19
Magallanes y de la Antártica Chilena;12;2021-04-24;42;20;14;14;2021-04-19
Magallanes y de la Antártica Chilena;12;2021-04-25;42;22;12;14;2021-04-19
Magallanes y de la Antártica Chilena;12;2021-04-26;42;21;9;14;2021-04-26
Magallanes y de la Antártica Chilena;12;2021-04-27;42;24;12;14;2021-04-26
Magallanes y de la Antártica Chilena;12;2021-04-28;42;25;9;14;2021-04-26
Magallanes y de la Antártica Chilena;12;2021-04-29;42;27;8;14;2021-04-26
Magallanes y de la Antártica Chilena;12;2021-04-30;42;26;8;14;2021-04-26
Magallanes y de la Antártica Chilena;12;2021-05-01;42;27;7;14;2021-04-26
Magallanes y de la Antártica Chilena;12;2021-05-02;42;26;8;14;2021-04-26
Magallanes y de la Antártica Chilena;12;2021-05-03;41;26;11;14;2021-05-03
Magallanes y de la Antártica Chilena;12;2021-05-04;44;28;10;14;2021-05-03
Magallanes y de la Antártica Chilena;12;2021-05-05;44;31;8;14;2021-05-03
Magallanes y de la Antártica Chilena;12;2021-05-06;44;30;5;14;2021-05-03
Magallanes y de la Antártica Chilena;12;2021-05-07;44;31;4;14;2021-05-03
Magallanes y de la Antártica Chilena;12;2021-05-08;44;28;9;14;2021-05-03
Magallanes y de la Antártica Chilena;12;2021-05-09;44;27;9;14;2021-05-03
Magallanes y de la Antártica Chilena;12;2021-05-10;43;27;10;14;2021-05-10
Magallanes y de la Antártica Chilena;12;2021-05-11;44;25;9;14;2021-05-10
Magallanes y de la Antártica Chilena;12;2021-05-12;43;26;10;14;2021-05-10
Magallanes y de la Antártica Chilena;12;2021-05-13;47;30;9;14;2021-05-10
Magallanes y de la Antártica Chilena;12;2021-05-14;47;29;8;14;2021-05-10
Magallanes y de la Antártica Chilena;12;2021-05-15;47;31;10;14;2021-05-10
Magallanes y de la Antártica Chilena;12;2021-05-16;48;31;11;14;2021-05-10
Magallanes y de la Antártica Chilena;12;2021-05-17;48;31;10;14;2021-05-17
Magallanes y de la Antártica Chilena;12;2021-05-18;48;29;8;14;2021-05-17
Maule;07;2020-04-14;50;15;18;45;2020-04-13
Maule;07;2020-04-15;50;13;23;45;2020-04-13
Maule;07;2020-04-16;50;12;17;45;2020-04-13
Maule;07;2020-04-17;50;12;17;45;2020-04-13
Maule;07;2020-04-18;50;15;12;45;2020-04-13
Maule;07;2020-04-19;50;9;18;45;2020-04-13
Maule;07;2020-04-20;50;14;15;45;2020-04-20
Maule;07;2020-04-21;50;10;19;45;2020-04-20
Maule;07;2020-04-22;50;9;21;45;2020-04-20
Maule;07;2020-04-23;50;9;21;45;2020-04-20
Maule;07;2020-04-24;50;8;23;45;2020-04-20
Maule;07;2020-04-25;50;10;19;45;2020-04-20
Maule;07;2020-04-26;50;10;22;45;2020-04-20
Maule;07;2020-04-27;50;8;19;45;2020-04-27
Maule;07;2020-04-28;51;7;20;45;2020-04-27
Maule;07;2020-04-29;51;6;23;45;2020-04-27
Maule;07;2020-04-30;51;5;25;45;2020-04-27
Maule;07;2020-05-01;58;5;29;45;2020-04-27
