REGION_RESIDENCIA;CODIGO_REGION;FECHA;CAMAS_UCI_HABILITADAS;CAMAS_UCI_OCUPADAS_COVID_19;CAMAS_UCI_OCUPADAS_NO_COVID_19;CAMAS_BASE_2019;SEMANA
Antofagasta;02;2020-04-14;54;5;25;48;2020-04-13
Antofagasta;02;2020-04-15;54;5;25;48;2020-04-13
Antofagasta;02;2020-04-16;60;6;35;48;2020-04-13
Antofagasta;02;2020-04-17;60;5;36;48;2020-04-13
Antofagasta;02;2020-04-18;68;5;41;48;2020-04-13
Antofagasta;02;2020-04-19;68;5;40;48;2020-04-13
Antofagasta;02;2020-04-20;73;7;42;48;2020-04-20
Antofagasta;02;2020-04-21;73;10;39;48;2020-04-20
Antofagasta;02;2020-04-22;75;14;41;48;2020-04-20
Antofagasta;02;2020-04-23;75;16;42;48;2020-04-20
Antofagasta;02;2020-04-24;75;16;42;48;2020-04-20
Antofagasta;02;2020-04-25;75;15;40;48;2020-04-20
Antofagasta;02;2020-04-26;75;17;45;48;2020-04-20
Antofagasta;02;2020-04-27;75;19;44;48;2020-04-27
Antofagasta;02;2020-04-28;75;20;40;48;2020-04-27
Antofagasta;02;2020-04-29;75;21;39;48;2020-04-27
Antofagasta;02;2020-04-30;75;23;36;48;2020-04-27
Antofagasta;02;2020-05-01;75;22;33;48;2020-04-27
Antofagasta;02;2020-05-02;75;24;36;48;2020-04-27
Antofagasta;02;2020-05-03;75;25;35;48;2020-04-27
Antofagasta;02;2020-05-04;75;24;32;48;2020-05-04
Antofagasta;02;2020-05-05;75;28;28;48;2020-05-04
Antofagasta;02;2020-05-06;81;28;29;48;2020-05-04
Antofagasta;02;2020-05-07;81;29;34;48;2020-05-04
Antofagasta;02;2020-05-08;81;30;35;48;2020-05-04
Antofagasta;02;2020-05-09;77;31;38;48;2020-05-04
Antofagasta;02;2020-05-10;77;32;33;48;2020-05-04
Antofagasta;02;2020-05-11;77;32;35;48;2020-05-11
Antofagasta;02;2020-05-12;79;38;34;48;2020-05-11
Antofagasta;02;2020-05-13;81;39;29;48;2020-05-11
Antofagasta;02;2020-05-14;85;41;27;48;2020-05-11
Antofagasta;02;2020-05-15;103;45;40;48;2020-05-11
Antofagasta;02;2020-05-16;104;49;37;48;2020-05-11
Antofagasta;02;2020-05-17;104;47;42;48;2020-05-11
Antofagasta;02;2020-05-18;109;50;36;48;2020-05-18
Antofagasta;02;2020-05-19;109;50;41;48;2020-05-18
Antofagasta;02;2020-05-20;106;50;42;48;2020-05-18
Antofagasta;02;2020-05-21;106;44;47;48;2020-05-18
Antofagasta;02;2020-05-22;104;44;46;48;2020-05-18
Antofagasta;02;2020-05-23;106;46;48;48;2020-05-18
Antofagasta;02;2020-05-24;110;47;52;48;2020-05-18
Antofagasta;02;2020-05-25;110;49;49;48;2020-05-25
Antofagasta;02;2020-05-26;114;48;55;48;2020-05-25
Antofagasta;02;2020-05-27;115;48;56;48;2020-05-25
Antofagasta;02;2020-05-28;119;54;50;48;2020-05-25
Antofagasta;02;2020-05-29;119;52;50;48;2020-05-25
Antofagasta;02;2020-05-30;119;48;57;48;2020-05-25
Antofagasta;02;2020-05-31;119;51;54;48;2020-05-25
Antofagasta;02;2020-06-01;119;53;53;48;2020-06-01
Antofagasta;02;2020-06-02;119;54;50;48;2020-06-01
Antofagasta;02;2020-06-03;121;54;45;48;2020-06-01
Antofagasta;02;2020-06-04;115;46;53;48;2020-06-01
Antofagasta;02;2020-06-05;123;49;55;48;2020-06-01
Antofagasta;02;2020-06-06;129;51;51;48;2020-06-01
Antofagasta;02;2020-06-07;129;53;48;48;2020-06-01
Antofagasta;02;2020-06-08;129;55;50;48;2020-06-08
Antofagasta;02;2020-06-09;128;58;50;48;2020-06-08
Antofagasta;02;2020-06-10;133;62;44;48;2020-06-08
Antofagasta;02;2020-06-11;134;63;47;48;2020-06-08
Antofagasta;02;2020-06-12;135;62;48;48;2020-06-08
Antofagasta;02;2020-06-13;135;62;52;48;2020-06-08
Antofagasta;02;2020-06-14;135;63;49;48;2020-06-08
Antofagasta;02;2020-06-15;139;67;47;48;2020-06-15
Antofagasta;02;2020-06-16;136;72;46;48;2020-06-15
Antofagasta;02;2020-06-17;133;75;54;48;2020-06-15
Antofagasta;02;2020-06-18;135;75;52;48;2020-06-15
Antofagasta;02;2020-06-19;135;68;60;48;2020-06-15
Antofagasta;02;2020-06-20;146;78;51;48;2020-06-15
Antofagasta;02;2020-06-21;146;78;56;48;2020-06-15
Antofagasta;02;2020-06-22;148;79;55;48;2020-06-22
Antofagasta;02;2020-06-23;139;79;52;48;2020-06-22
Antofagasta;02;2020-06-24;140;82;49;48;2020-06-22
Antofagasta;02;2020-06-25;144;87;47;48;2020-06-22
Antofagasta;02;2020-06-26;143;83;49;48;2020-06-22
Antofagasta;02;2020-06-27;143;84;54;48;2020-06-22
Antofagasta;02;2020-06-28;144;85;50;48;2020-06-22
Antofagasta;02;2020-06-29;144;92;42;48;2020-06-29
Antofagasta;02;2020-06-30;143;93;41;48;2020-06-29
Antofagasta;02;2020-07-01;143;97;37;48;2020-06-29
Antofagasta;02;2020-07-02;144;94;48;48;2020-06-29
Antofagasta;02;2020-07-03;143;88;53;48;2020-06-29
Antofagasta;02;2020-07-04;142;91;44;48;2020-06-29
Antofagasta;02;2020-07-05;148;81;61;48;2020-06-29
Antofagasta;02;2020-07-06;146;86;57;48;2020-07-06
Antofagasta;02;2020-07-07;145;89;54;48;2020-07-06
Antofagasta;02;2020-07-08;149;86;55;48;2020-07-06
Antofagasta;02;2020-07-09;149;82;54;48;2020-07-06
Antofagasta;02;2020-07-10;153;77;59;48;2020-07-06
Antofagasta;02;2020-07-11;155;74;61;48;2020-07-06
Antofagasta;02;2020-07-12;152;70;65;48;2020-07-06
Antofagasta;02;2020-07-13;152;72;63;48;2020-07-13
Antofagasta;02;2020-07-14;151;78;60;48;2020-07-13
Antofagasta;02;2020-07-15;152;84;57;48;2020-07-13
Antofagasta;02;2020-07-16;152;83;56;48;2020-07-13
Antofagasta;02;2020-07-17;154;84;55;48;2020-07-13
Antofagasta;02;2020-07-18;154;87;52;48;2020-07-13
Antofagasta;02;2020-07-19;151;86;55;48;2020-07-13
Antofagasta;02;2020-07-20;149;82;54;48;2020-07-20
Antofagasta;02;2020-07-21;148;80;60;48;2020-07-20
Antofagasta;02;2020-07-22;148;80;58;48;2020-07-20
Antofagasta;02;2020-07-23;148;84;59;48;2020-07-20
Antofagasta;02;2020-07-24;148;88;45;48;2020-07-20
Antofagasta;02;2020-07-25;149;82;53;48;2020-07-20
Antofagasta;02;2020-07-26;151;81;50;48;2020-07-20
Antofagasta;02;2020-07-27;149;80;55;48;2020-07-27
Antofagasta;02;2020-07-28;148;72;64;48;2020-07-27
Antofagasta;02;2020-07-29;145;82;45;48;2020-07-27
Antofagasta;02;2020-07-30;146;81;49;48;2020-07-27
Antofagasta;02;2020-07-31;145;81;52;48;2020-07-27
Antofagasta;02;2020-08-01;143;79;50;48;2020-07-27
Antofagasta;02;2020-08-02;136;78;49;48;2020-07-27
Antofagasta;02;2020-08-03;136;79;49;48;2020-08-03
Antofagasta;02;2020-08-04;137;77;46;48;2020-08-03
Antofagasta;02;2020-08-05;137;76;50;48;2020-08-03
Antofagasta;02;2020-08-06;132;75;44;48;2020-08-03
Antofagasta;02;2020-08-07;139;71;53;48;2020-08-03
Antofagasta;02;2020-08-08;139;69;53;48;2020-08-03
Antofagasta;02;2020-08-09;140;70;48;48;2020-08-03
Antofagasta;02;2020-08-10;140;70;42;48;2020-08-10
Antofagasta;02;2020-08-11;141;73;40;48;2020-08-10
Antofagasta;02;2020-08-12;142;68;49;48;2020-08-10
Antofagasta;02;2020-08-13;141;67;48;48;2020-08-10
Antofagasta;02;2020-08-14;141;72;41;48;2020-08-10
Antofagasta;02;2020-08-15;140;70;45;48;2020-08-10
Antofagasta;02;2020-08-16;140;73;42;48;2020-08-10
Antofagasta;02;2020-08-17;140;77;40;48;2020-08-17
Antofagasta;02;2020-08-18;140;74;42;48;2020-08-17
Antofagasta;02;2020-08-19;140;67;40;48;2020-08-17
Antofagasta;02;2020-08-20;140;70;41;48;2020-08-17
Antofagasta;02;2020-08-21;140;71;40;48;2020-08-17
Antofagasta;02;2020-08-22;139;68;45;48;2020-08-17
Antofagasta;02;2020-08-23;139;70;43;48;2020-08-17
Antofagasta;02;2020-08-24;139;70;42;48;2020-08-24
Antofagasta;02;2020-08-25;139;69;40;48;2020-08-24
Antofagasta;02;2020-08-26;139;65;42;48;2020-08-24
Antofagasta;02;2020-08-27;138;63;47;48;2020-08-24
Antofagasta;02;2020-08-28;137;59;47;48;2020-08-24
Antofagasta;02;2020-08-29;139;59;43;48;2020-08-24
Antofagasta;02;2020-08-30;138;58;49;48;2020-08-24
Antofagasta;02;2020-08-31;139;57;51;48;2020-08-31
Antofagasta;02;2020-09-01;139;53;57;48;2020-08-31
Antofagasta;02;2020-09-02;139;54;57;48;2020-08-31
Antofagasta;02;2020-09-03;135;52;57;48;2020-08-31
Antofagasta;02;2020-09-04;135;52;58;48;2020-08-31
Antofagasta;02;2020-09-05;134;53;59;48;2020-08-31
Antofagasta;02;2020-09-06;134;53;56;48;2020-08-31
Antofagasta;02;2020-09-07;136;52;57;48;2020-09-07
Antofagasta;02;2020-09-08;136;49;62;48;2020-09-07
Antofagasta;02;2020-09-09;133;49;61;48;2020-09-07
Antofagasta;02;2020-09-10;129;47;63;48;2020-09-07
Antofagasta;02;2020-09-11;129;46;64;48;2020-09-07
Antofagasta;02;2020-09-12;132;43;78;48;2020-09-07
Antofagasta;02;2020-09-13;129;44;69;48;2020-09-07
Antofagasta;02;2020-09-14;129;45;68;48;2020-09-14
Antofagasta;02;2020-09-15;128;43;71;48;2020-09-14
Antofagasta;02;2020-09-16;129;41;68;48;2020-09-14
Antofagasta;02;2020-09-17;128;37;65;48;2020-09-14
Antofagasta;02;2020-09-18;129;36;72;48;2020-09-14
Antofagasta;02;2020-09-19;130;40;68;48;2020-09-14
Antofagasta;02;2020-09-20;130;42;70;48;2020-09-14
Antofagasta;02;2020-09-21;131;44;70;48;2020-09-21
Antofagasta;02;2020-09-22;129;42;70;48;2020-09-21
Antofagasta;02;2020-09-23;129;42;68;48;2020-09-21
Antofagasta;02;2020-09-24;129;39;73;48;2020-09-21
Antofagasta;02;2020-09-25;128;39;68;48;2020-09-21
Antofagasta;02;2020-09-26;128;40;69;48;2020-09-21
Antofagasta;02;2020-09-27;129;36;68;48;2020-09-21
Antofagasta;02;2020-09-28;130;37;67;48;2020-09-28
Antofagasta;02;2020-09-29;129;37;67;48;2020-09-28
Antofagasta;02;2020-09-30;129;38;65;48;2020-09-28
Antofagasta;02;2020-10-01;129;37;64;48;2020-09-28
Antofagasta;02;2020-10-02;129;36;62;48;2020-09-28
Antofagasta;02;2020-10-03;129;38;62;48;2020-09-28
Antofagasta;02;2020-10-04;129;40;64;48;2020-09-28
Antofagasta;02;2020-10-05;131;39;74;48;2020-10-05
Antofagasta;02;2020-10-06;128;40;70;48;2020-10-05
Antofagasta;02;2020-10-07;132;38;78;48;2020-10-05
Antofagasta;02;2020-10-08;130;36;73;48;2020-10-05
Antofagasta;02;2020-10-09;129;34;78;48;2020-10-05
Antofagasta;02;2020-10-10;129;34;81;48;2020-10-05
Antofagasta;02;2020-10-11;123;32;79;48;2020-10-05
Antofagasta;02;2020-10-12;121;31;84;48;2020-10-12
Antofagasta;02;2020-10-13;118;31;79;48;2020-10-12
Antofagasta;02;2020-10-14;118;30;80;48;2020-10-12
Antofagasta;02;2020-10-15;118;30;80;48;2020-10-12
Antofagasta;02;2020-10-16;118;29;81;48;2020-10-12
Antofagasta;02;2020-10-17;118;29;81;48;2020-10-12
Antofagasta;02;2020-10-18;112;27;79;48;2020-10-12
Antofagasta;02;2020-10-19;112;27;79;48;2020-10-19
Antofagasta;02;2020-10-20;112;27;75;48;2020-10-19
Antofagasta;02;2020-10-21;111;27;69;48;2020-10-19
Antofagasta;02;2020-10-22;112;24;72;48;2020-10-19
Antofagasta;02;2020-10-23;113;24;71;48;2020-10-19
Antofagasta;02;2020-10-24;112;30;67;48;2020-10-19
Antofagasta;02;2020-10-25;113;30;57;48;2020-10-19
Antofagasta;02;2020-10-26;111;29;64;48;2020-10-26
Antofagasta;02;2020-10-27;111;29;64;48;2020-10-26
Antofagasta;02;2020-10-28;111;27;68;48;2020-10-26
Antofagasta;02;2020-10-29;112;24;64;48;2020-10-26
Antofagasta;02;2020-10-30;113;23;63;48;2020-10-26
Antofagasta;02;2020-10-31;114;22;70;48;2020-10-26
Antofagasta;02;2020-11-01;114;21;71;48;2020-10-26
Antofagasta;02;2020-11-02;114;21;67;48;2020-11-02
Antofagasta;02;2020-11-03;114;21;72;48;2020-11-02
Antofagasta;02;2020-11-04;112;21;71;48;2020-11-02
Antofagasta;02;2020-11-05;108;20;71;48;2020-11-02
Antofagasta;02;2020-11-06;108;21;72;48;2020-11-02
Antofagasta;02;2020-11-07;108;21;73;48;2020-11-02
Antofagasta;02;2020-11-08;108;21;75;48;2020-11-02
Antofagasta;02;2020-11-09;108;21;76;48;2020-11-09
Antofagasta;02;2020-11-10;108;21;72;48;2020-11-09
Antofagasta;02;2020-11-11;108;21;67;48;2020-11-09
Antofagasta;02;2020-11-12;108;21;63;48;2020-11-09
Antofagasta;02;2020-11-13;107;20;64;48;2020-11-09
Antofagasta;02;2020-11-14;97;20;60;48;2020-11-09
Antofagasta;02;2020-11-15;98;20;62;48;2020-11-09
Antofagasta;02;2020-11-16;98;18;65;48;2020-11-16
Antofagasta;02;2020-11-17;97;17;62;48;2020-11-16
Antofagasta;02;2020-11-18;98;17;62;48;2020-11-16
Antofagasta;02;2020-11-19;98;17;60;48;2020-11-16
Antofagasta;02;2020-11-20;98;17;66;48;2020-11-16
Antofagasta;02;2020-11-21;97;16;68;48;2020-11-16
Antofagasta;02;2020-11-22;97;16;70;48;2020-11-16
Antofagasta;02;2020-11-23;98;14;72;48;2020-11-23
Antofagasta;02;2020-11-24;98;16;70;48;2020-11-23
Antofagasta;02;2020-11-25;98;14;75;48;2020-11-23
Antofagasta;02;2020-11-26;98;12;72;48;2020-11-23
Antofagasta;02;2020-11-27;98;15;69;48;2020-11-23
Antofagasta;02;2020-11-28;98;15;72;48;2020-11-23
Antofagasta;02;2020-11-29;98;16;69;48;2020-11-23
Antofagasta;02;2020-11-30;98;16;66;48;2020-11-30
Antofagasta;02;2020-12-01;98;17;69;48;2020-11-30
Antofagasta;02;2020-12-02;99;17;72;48;2020-11-30
Antofagasta;02;2020-12-03;98;17;74;48;2020-11-30
Antofagasta;02;2020-12-04;98;16;77;48;2020-11-30
Antofagasta;02;2020-12-05;95;16;77;48;2020-11-30
Antofagasta;02;2020-12-06;98;15;71;48;2020-11-30
Antofagasta;02;2020-12-07;101;16;67;48;2020-12-07
Antofagasta;02;2020-12-08;101;17;69;48;2020-12-07
Antofagasta;02;2020-12-09;99;17;70;48;2020-12-07
Antofagasta;02;2020-12-10;99;15;72;48;2020-12-07
Antofagasta;02;2020-12-11;99;15;69;48;2020-12-07
Antofagasta;02;2020-12-12;97;16;62;48;2020-12-07
Antofagasta;02;2020-12-13;98;16;57;48;2020-12-07
Antofagasta;02;2020-12-14;97;17;72;48;2020-12-14
Antofagasta;02;2020-12-15;98;20;68;48;2020-12-14
Antofagasta;02;2020-12-16;99;23;72;48;2020-12-14
Antofagasta;02;2020-12-17;99;26;67;48;2020-12-14
Antofagasta;02;2020-12-18;98;27;63;48;2020-12-14
Antofagasta;02;2020-12-19;98;26;65;48;2020-12-14
Antofagasta;02;2020-12-20;97;27;59;48;2020-12-14
Antofagasta;02;2020-12-21;98;26;59;48;2020-12-21
Antofagasta;02;2020-12-22;98;24;63;48;2020-12-21
Antofagasta;02;2020-12-23;98;26;61;48;2020-12-21
Antofagasta;02;2020-12-24;98;27;56;48;2020-12-21
Antofagasta;02;2020-12-25;99;26;57;48;2020-12-21
Antofagasta;02;2020-12-26;99;24;57;48;2020-12-21
Antofagasta;02;2020-12-27;99;29;58;48;2020-12-21
Antofagasta;02;2020-12-28;98;30;57;48;2020-12-28
Antofagasta;02;2020-12-29;98;30;59;48;2020-12-28
Antofagasta;02;2020-12-30;98;34;58;48;2020-12-28
Antofagasta;02;2020-12-31;98;36;54;48;2020-12-28
Antofagasta;02;2021-01-01;98;38;55;48;2020-12-28
Antofagasta;02;2021-01-02;98;41;51;48;2020-12-28
Antofagasta;02;2021-01-03;98;45;49;48;2020-12-28
Antofagasta;02;2021-01-04;98;44;48;48;2021-01-04
Antofagasta;02;2021-01-05;98;46;44;48;2021-01-04
Antofagasta;02;2021-01-06;98;44;48;48;2021-01-04
Antofagasta;02;2021-01-07;98;42;51;48;2021-01-04
Antofagasta;02;2021-01-08;98;44;48;48;2021-01-04
Antofagasta;02;2021-01-09;102;47;49;48;2021-01-04
Antofagasta;02;2021-01-10;102;47;47;48;2021-01-04
Antofagasta;02;2021-01-11;104;44;56;48;2021-01-11
Antofagasta;02;2021-01-12;103;52;47;48;2021-01-11
Antofagasta;02;2021-01-13;98;53;40;48;2021-01-11
Antofagasta;02;2021-01-14;98;53;42;48;2021-01-11
Antofagasta;02;2021-01-15;102;56;39;48;2021-01-11
Antofagasta;02;2021-01-16;103;56;44;48;2021-01-11
Antofagasta;02;2021-01-17;106;52;50;48;2021-01-11
Antofagasta;02;2021-01-18;108;61;45;48;2021-01-18
Antofagasta;02;2021-01-19;108;60;47;48;2021-01-18
Antofagasta;02;2021-01-20;107;62;42;48;2021-01-18
Antofagasta;02;2021-01-21;106;66;39;48;2021-01-18
Antofagasta;02;2021-01-22;113;73;38;48;2021-01-18
Antofagasta;02;2021-01-23;116;78;36;48;2021-01-18
Antofagasta;02;2021-01-24;120;76;35;48;2021-01-18
Antofagasta;02;2021-01-25;117;80;34;48;2021-01-25
Antofagasta;02;2021-01-26;118;78;38;48;2021-01-25
Antofagasta;02;2021-01-27;123;76;42;48;2021-01-25
Antofagasta;02;2021-01-28;122;78;37;48;2021-01-25
Antofagasta;02;2021-01-29;124;84;36;48;2021-01-25
Antofagasta;02;2021-01-30;126;79;42;48;2021-01-25
Antofagasta;02;2021-01-31;127;80;44;48;2021-01-25
Antofagasta;02;2021-02-01;129;81;39;48;2021-02-01
Antofagasta;02;2021-02-02;128;80;42;48;2021-02-01
Antofagasta;02;2021-02-03;126;79;44;48;2021-02-01
Antofagasta;02;2021-02-04;126;73;37;48;2021-02-01
Antofagasta;02;2021-02-05;132;72;46;48;2021-02-01
Antofagasta;02;2021-02-06;131;71;43;48;2021-02-01
Antofagasta;02;2021-02-07;132;74;49;48;2021-02-01
Antofagasta;02;2021-02-08;129;71;51;48;2021-02-08
Antofagasta;02;2021-02-09;130;78;50;48;2021-02-08
Antofagasta;02;2021-02-10;127;79;47;48;2021-02-08
Antofagasta;02;2021-02-11;127;82;45;48;2021-02-08
Antofagasta;02;2021-02-12;126;81;42;48;2021-02-08
Antofagasta;02;2021-02-13;127;82;42;48;2021-02-08
Antofagasta;02;2021-02-14;126;74;44;48;2021-02-08
Antofagasta;02;2021-02-15;125;77;43;48;2021-02-15
Antofagasta;02;2021-02-16;125;72;39;48;2021-02-15
Antofagasta;02;2021-02-17;118;69;45;48;2021-02-15
Antofagasta;02;2021-02-18;125;67;41;48;2021-02-15
Antofagasta;02;2021-02-19;128;68;44;48;2021-02-15
Antofagasta;02;2021-02-20;125;75;41;48;2021-02-15
Antofagasta;02;2021-02-21;127;77;42;48;2021-02-15
Antofagasta;02;2021-02-22;127;70;52;48;2021-02-22
Antofagasta;02;2021-02-23;124;70;46;48;2021-02-22
Antofagasta;02;2021-02-24;124;75;41;48;2021-02-22
Antofagasta;02;2021-02-25;124;74;47;48;2021-02-22
Antofagasta;02;2021-02-26;124;75;43;48;2021-02-22
Antofagasta;02;2021-02-27;124;76;41;48;2021-02-22
Antofagasta;02;2021-02-28;121;79;41;48;2021-02-22
Antofagasta;02;2021-03-01;125;81;43;48;2021-03-01
Antofagasta;02;2021-03-02;124;79;43;48;2021-03-01
Antofagasta;02;2021-03-03;127;80;44;48;2021-03-01
Antofagasta;02;2021-03-04;129;96;29;48;2021-03-01
Antofagasta;02;2021-03-05;130;98;23;48;2021-03-01
Antofagasta;02;2021-03-06;130;97;26;48;2021-03-01
Antofagasta;02;2021-03-07;129;88;38;48;2021-03-01
Antofagasta;02;2021-03-08;129;85;40;48;2021-03-08
Antofagasta;02;2021-03-09;131;84;43;48;2021-03-08
Antofagasta;02;2021-03-10;132;84;44;48;2021-03-08
Antofagasta;02;2021-03-11;134;88;36;48;2021-03-08
Antofagasta;02;2021-03-12;137;87;39;48;2021-03-08
Antofagasta;02;2021-03-13;150;91;51;48;2021-03-08
Antofagasta;02;2021-03-14;145;89;45;48;2021-03-08
Antofagasta;02;2021-03-15;145;87;48;48;2021-03-15
Antofagasta;02;2021-03-16;144;89;49;48;2021-03-15
Antofagasta;02;2021-03-17;143;95;42;48;2021-03-15
Antofagasta;02;2021-03-18;146;97;44;48;2021-03-15
Antofagasta;02;2021-03-19;149;96;45;48;2021-03-15
Antofagasta;02;2021-03-20;150;95;42;48;2021-03-15
Antofagasta;02;2021-03-21;150;94;48;48;2021-03-15
Antofagasta;02;2021-03-22;150;95;45;48;2021-03-22
Antofagasta;02;2021-03-23;150;100;41;48;2021-03-22
Antofagasta;02;2021-03-24;149;97;42;48;2021-03-22
Antofagasta;02;2021-03-25;149;94;45;48;2021-03-22
Antofagasta;02;2021-03-26;149;89;53;48;2021-03-22
Antofagasta;02;2021-03-27;149;94;49;48;2021-03-22
Antofagasta;02;2021-03-28;149;87;53;48;2021-03-22
Antofagasta;02;2021-03-29;148;91;47;48;2021-03-29
Antofagasta;02;2021-03-30;155;97;48;48;2021-03-29
Antofagasta;02;2021-03-31;156;101;49;48;2021-03-29
Antofagasta;02;2021-04-01;156;101;51;48;2021-03-29
Antofagasta;02;2021-04-02;161;100;56;48;2021-03-29
Antofagasta;02;2021-04-03;167;99;58;48;2021-03-29
Antofagasta;02;2021-04-04;167;93;60;48;2021-03-29
Antofagasta;02;2021-04-05;166;93;64;48;2021-04-05
Antofagasta;02;2021-04-06;166;99;63;48;2021-04-05
Antofagasta;02;2021-04-07;167;101;60;48;2021-04-05
Antofagasta;02;2021-04-08;168;100;61;48;2021-04-05
Antofagasta;02;2021-04-09;170;95;64;48;2021-04-05
Antofagasta;02;2021-04-10;170;103;62;48;2021-04-05
Antofagasta;02;2021-04-11;171;109;57;48;2021-04-05
Antofagasta;02;2021-04-12;172;109;60;48;2021-04-12
Antofagasta;02;2021-04-13;172;108;58;48;2021-04-12
Antofagasta;02;2021-04-14;172;109;57;48;2021-04-12
Antofagasta;02;2021-04-15;172;108;60;48;2021-04-12
Antofagasta;02;2021-04-16;172;105;58;48;2021-04-12
Antofagasta;02;2021-04-17;172;104;60;48;2021-04-12
Antofagasta;02;2021-04-18;171;108;56;48;2021-04-12
Antofagasta;02;2021-04-19;170;107;56;48;2021-04-19
Antofagasta;02;2021-04-20;170;106;58;48;2021-04-19
Antofagasta;02;2021-04-21;173;103;55;48;2021-04-19
Antofagasta;02;2021-04-22;173;105;54;48;2021-04-19
Antofagasta;02;2021-04-23;172;99;57;48;2021-04-19
Antofagasta;02;2021-04-24;170;97;51;48;2021-04-19
Antofagasta;02;2021-04-25;168;92;55;48;2021-04-19
Antofagasta;02;2021-04-26;172;94;62;48;2021-04-26
Antofagasta;02;2021-04-27;172;95;57;48;2021-04-26
Antofagasta;02;2021-04-28;173;103;60;48;2021-04-26
Antofagasta;02;2021-04-29;173;113;50;48;2021-04-26
Antofagasta;02;2021-04-30;173;103;58;48;2021-04-26
Antofagasta;02;2021-05-01;170;102;60;48;2021-04-26
Antofagasta;02;2021-05-02;170;104;55;48;2021-04-26
Antofagasta;02;2021-05-03;170;103;56;48;2021-05-03
Antofagasta;02;2021-05-04;168;105;55;48;2021-05-03
Antofagasta;02;2021-05-05;165;101;55;48;2021-05-03
Antofagasta;02;2021-05-06;166;93;62;48;2021-05-03
Antofagasta;02;2021-05-07;165;93;53;48;2021-05-03
Antofagasta;02;2021-05-08;165;90;58;48;2021-05-03
Antofagasta;02;2021-05-09;164;89;55;48;2021-05-03
Antofagasta;02;2021-05-10;164;88;61;48;2021-05-10
Antofagasta;02;2021-05-11;165;92;57;48;2021-05-10
Antofagasta;02;2021-05-12;164;90;52;48;2021-05-10
Antofagasta;02;2021-05-13;161;86;64;48;2021-05-10
Antofagasta;02;2021-05-14;161;84;56;48;2021-05-10
Antofagasta;02;2021-05-15;164;88;67;48;2021-05-10
Antofagasta;02;2021-05-16;166;88;65;48;2021-05-10
Antofagasta;02;2021-05-17;164;90;64;48;2021-05-17
Antofagasta;02;2021-05-18;163;92;60;48;2021-05-17
AraucanÃ­a;;2020-04-14;85;46;23;49;2020-04-13
AraucanÃ­a;;2020-04-15;84;47;20;49;2020-04-13
AraucanÃ­a;;2020-04-16;84;47;21;49;2020-04-13
AraucanÃ­a;;2020-04-17;82;46;16;49;2020-04-13
AraucanÃ­a;;2020-04-18;83;44;19;49;2020-04-13
AraucanÃ­a;;2020-04-19;82;45;21;49;2020-04-13
AraucanÃ­a;;2020-04-20;82;45;22;49;2020-04-20
AraucanÃ­a;;2020-04-21;81;43;20;49;2020-04-20
AraucanÃ­a;;2020-04-22;81;37;28;49;2020-04-20
AraucanÃ­a;;2020-04-23;82;38;27;49;2020-04-20
AraucanÃ­a;;2020-04-24;81;39;27;49;2020-04-20
AraucanÃ­a;;2020-04-25;82;38;23;49;2020-04-20
AraucanÃ­a;;2020-04-26;82;37;23;49;2020-04-20
AraucanÃ­a;;2020-04-27;82;35;23;49;2020-04-27
AraucanÃ­a;;2020-04-28;78;35;24;49;2020-04-27
AraucanÃ­a;;2020-04-29;78;30;28;49;2020-04-27
AraucanÃ­a;;2020-04-30;75;29;28;49;2020-04-27
AraucanÃ­a;;2020-05-01;75;28;28;49;2020-04-27
AraucanÃ­a;;2020-05-02;75;27;31;49;2020-04-27
AraucanÃ­a;;2020-05-03;75;26;33;49;2020-04-27
AraucanÃ­a;;2020-05-04;75;25;34;49;2020-05-04
AraucanÃ­a;;2020-05-05;74;24;31;49;2020-05-04
AraucanÃ­a;;2020-05-06;75;24;31;49;2020-05-04
AraucanÃ­a;;2020-05-07;75;21;35;49;2020-05-04
AraucanÃ­a;;2020-05-08;74;22;38;49;2020-05-04
AraucanÃ­a;;2020-05-09;75;23;35;49;2020-05-04
AraucanÃ­a;;2020-05-10;73;22;33;49;2020-05-04
AraucanÃ­a;;2020-05-11;70;20;32;49;2020-05-11
AraucanÃ­a;;2020-05-12;70;18;31;49;2020-05-11
AraucanÃ­a;;2020-05-13;71;17;38;49;2020-05-11
AraucanÃ­a;;2020-05-14;72;16;39;49;2020-05-11
AraucanÃ­a;;2020-05-15;71;16;36;49;2020-05-11
AraucanÃ­a;;2020-05-16;71;17;37;49;2020-05-11
AraucanÃ­a;;2020-05-17;72;18;37;49;2020-05-11
AraucanÃ­a;;2020-05-18;72;18;38;49;2020-05-18
AraucanÃ­a;;2020-05-19;72;18;37;49;2020-05-18
AraucanÃ­a;;2020-05-20;72;17;35;49;2020-05-18
AraucanÃ­a;;2020-05-21;72;18;31;49;2020-05-18
AraucanÃ­a;;2020-05-22;72;19;33;49;2020-05-18
AraucanÃ­a;;2020-05-23;69;19;27;49;2020-05-18
AraucanÃ­a;;2020-05-24;69;18;31;49;2020-05-18
AraucanÃ­a;;2020-05-25;69;19;30;49;2020-05-25
AraucanÃ­a;;2020-05-26;70;18;35;49;2020-05-25
AraucanÃ­a;;2020-05-27;70;17;39;49;2020-05-25
