semana;codigo_comuna;Casos_actuales_fin;Casos_actuales_ini;Casos_actuales_prom
2020-10-12;8314;0;2;1
2020-10-12;8302;3;4;3,5
2020-10-12;8202;87;64;75,5
2020-10-12;8303;71;57;64
2020-10-12;8203;161;118;139,5
2020-10-12;8103;119;125;122
2020-10-12;8101;267;273;270
2020-10-12;8204;5;5;5
2020-10-12;8102;189;246;217,5
2020-10-12;8205;57;68;62,5
2020-10-12;8104;10;19;14,5
2020-10-12;8112;67;80;73,5
2020-10-12;8105;23;20;21,5
2020-10-12;8304;58;35;46,5
2020-10-12;8201;42;32;37
2020-10-12;8206;46;52;49
2020-10-12;8301;148;121;134,5
2020-10-12;8106;178;146;162
2020-10-12;8305;45;23;34
2020-10-12;8306;29;21;25
2020-10-12;8307;12;9;10,5
2020-10-12;8107;39;57;48
2020-10-12;8308;16;9;12,5
2020-10-12;8309;1;1;1
2020-10-12;8108;182;170;176
2020-10-12;8310;12;7;9,5
2020-10-12;8311;15;4;9,5
2020-10-12;8109;12;16;14
2020-10-12;8110;118;143;130,5
2020-10-12;8207;4;5;4,5
2020-10-12;8111;103;91;97
2020-10-12;8312;35;29;32
2020-10-12;8313;52;52;52
2020-10-12;9201;66;64;65
2020-10-12;9102;86;101;93,5
2020-10-12;9121;8;11;9,5
2020-10-12;9202;34;39;36,5
2020-10-12;9103;23;8;15,5
2020-10-12;9203;1;1;1
2020-10-12;9104;1;1;1
2020-10-12;9204;9;30;19,5
2020-10-12;9105;36;34;35
2020-10-12;9106;71;51;61
2020-10-12;9107;12;16;14
2020-10-12;9108;47;45;46
2020-10-12;9109;18;34;26
2020-10-12;9205;14;10;12
2020-10-12;9206;9;12;10,5
2020-10-12;9207;5;3;4
2020-10-12;9110;2;4;3
2020-10-12;9111;43;31;37
2020-10-12;9112;103;88;95,5
2020-10-12;9113;35;16;25,5
2020-10-12;9114;16;25;20,5
2020-10-12;9115;27;31;29
2020-10-12;9208;1;0;0,5
2020-10-12;9209;41;24;32,5
2020-10-12;9116;32;42;37
2020-10-12;9101;384;394;389
2020-10-12;9117;20;38;29
2020-10-12;9118;4;4;4
2020-10-12;9210;8;11;9,5
2020-10-12;9211;19;30;24,5
2020-10-12;9119;27;28;27,5
2020-10-12;9120;132;122;127
2020-10-12;14102;8;11;9,5
2020-10-12;14202;8;10;9
2020-10-12;14201;53;53;53
2020-10-12;14203;2;2;2
2020-10-12;14103;20;30;25
2020-10-12;14104;24;20;22
2020-10-12;14105;3;5;4
2020-10-12;14106;24;24;24
2020-10-12;14107;41;42;41,5
2020-10-12;14108;14;27;20,5
2020-10-12;14204;65;59;62
2020-10-12;14101;197;242;219,5
2020-10-12;10202;22;25;23,5
2020-10-12;10102;53;55;54
2020-10-12;10201;15;14;14,5
2020-10-12;10401;1;0;0,5
2020-10-12;10203;78;26;52
2020-10-12;10103;0;0;0
2020-10-12;10204;0;0;0
2020-10-12;10205;8;3;5,5
2020-10-12;10104;50;59;54,5
2020-10-12;10105;48;65;56,5
2020-10-12;10402;0;0;0
2020-10-12;10403;33;28;30,5
2020-10-12;10107;35;40;37,5
2020-10-12;10106;45;60;52,5
2020-10-12;10108;19;24;21,5
2020-10-12;10301;380;388;384
2020-10-12;10404;0;0;0
2020-10-12;10101;509;466;487,5
2020-10-12;10302;17;21;19
2020-10-12;10109;71;70;70,5
2020-10-12;10206;7;1;4
2020-10-12;10303;91;86;88,5
2020-10-12;10304;18;42;30
2020-10-12;10207;3;0;1,5
2020-10-12;10208;43;3;23
2020-10-12;10209;16;11;13,5
2020-10-12;10210;0;0;0
2020-10-12;10305;51;91;71
2020-10-12;10306;44;68;56
2020-10-12;10307;31;28;29,5
2020-10-12;11201;2;2;2
2020-10-12;11401;1;1;1
2020-10-12;11202;1;1;1
2020-10-12;11301;0;0;0
2020-10-12;11101;213;200;206,5
2020-10-12;11203;0;1;0,5
2020-10-12;11102;0;0;0
2020-10-12;11302;0;0;0
2020-10-12;11402;4;6;5
2020-10-12;11303;0;0;0
2020-10-12;12202;0;0;0
2020-10-12;12201;16;13;14,5
2020-10-12;12102;2;1;1,5
2020-10-12;12401;246;244;245
2020-10-12;12301;85;93;89
2020-10-12;12302;1;0;0,5
2020-10-12;12101;865;1298;1081,5
2020-10-12;12103;0;0;0
2020-10-12;12104;6;5;5,5
2020-10-12;12303;1;3;2
2020-10-12;12402;0;0;0
2020-10-19;15101;319;485;402
2020-10-19;15102;0;0;0
2020-10-19;15202;0;0;0
2020-10-19;15201;1;0;0,5
2020-10-19;1107;110;118;114
2020-10-19;1402;1;3;2
2020-10-19;1403;0;0;0
2020-10-19;1404;1;0;0,5
2020-10-19;1101;184;205;194,5
2020-10-19;1405;1;2;1,5
2020-10-19;1401;15;17;16
2020-10-19;2101;245;382;313,5
2020-10-19;2201;35;45;40
2020-10-19;2302;5;5;5
2020-10-19;2102;17;22;19,5
2020-10-19;2202;0;0;0
2020-10-19;2203;6;5;5,5
2020-10-19;2103;1;6;3,5
2020-10-19;2104;4;11;7,5
2020-10-19;2301;5;4;4,5
2020-10-19;3302;0;0;0
2020-10-19;3102;4;6;5
2020-10-19;3201;1;0;0,5
2020-10-19;3101;88;111;99,5
2020-10-19;3202;16;43;29,5
2020-10-19;3303;2;5;3,5
2020-10-19;3304;9;15;12
2020-10-19;3103;11;36;23,5
2020-10-19;3301;24;70;47
2020-10-19;4103;2;7;4,5
2020-10-19;4202;4;3;3,5
2020-10-19;4302;6;4;5
2020-10-19;4102;46;87;66,5
2020-10-19;4201;9;11;10
2020-10-19;4104;0;0;0
2020-10-19;4101;49;82;65,5
2020-10-19;4203;4;11;7,5
2020-10-19;4303;5;7;6
2020-10-19;4301;23;39;31
2020-10-19;4105;1;0;0,5
2020-10-19;4304;7;5;6
2020-10-19;4305;1;1;1
2020-10-19;4204;5;8;6,5
2020-10-19;4106;2;5;3,5
2020-10-19;5602;12;3;7,5
2020-10-19;5402;4;7;5,5
2020-10-19;5502;17;33;25
2020-10-19;5302;8;14;11
2020-10-19;5603;3;8;5,5
2020-10-19;5102;5;10;7,5
2020-10-19;5702;17;27;22
2020-10-19;5103;14;17;15,5
2020-10-19;5604;5;14;9,5
2020-10-19;5605;2;1;1,5
2020-10-19;5503;0;14;7
2020-10-19;5201;0;0;0
2020-10-19;5104;0;0;0
2020-10-19;5504;11;12;11,5
2020-10-19;5401;18;29;23,5
2020-10-19;5802;17;34;25,5
2020-10-19;5703;23;39;31
2020-10-19;5301;30;33;31,5
2020-10-19;5506;9;17;13
2020-10-19;5803;13;18;15,5
2020-10-19;5704;1;3;2
2020-10-19;5403;2;5;3,5
2020-10-19;5404;3;4;3,5
2020-10-19;5105;5;5;5
2020-10-19;5705;4;11;7,5
2020-10-19;5501;28;39;33,5
2020-10-19;5801;105;143;124
2020-10-19;5107;23;25;24
2020-10-19;5303;5;10;7,5
2020-10-19;5601;2;9;5,5
2020-10-19;5304;19;21;20
2020-10-19;5701;47;71;59
2020-10-19;5706;2;10;6
2020-10-19;5606;14;8;11
2020-10-19;5101;172;229;200,5
2020-10-19;5804;101;151;126
2020-10-19;5109;141;226;183,5
2020-10-19;5405;0;6;3
2020-10-19;13502;2;5;3,5
2020-10-19;13402;34;61;47,5
2020-10-19;13403;6;6;6
2020-10-19;13102;27;47;37
2020-10-19;13103;26;62;44
2020-10-19;13301;43;62;52,5
2020-10-19;13104;58;58;58
2020-10-19;13503;5;8;6,5
2020-10-19;13105;76;62;69
2020-10-19;13602;15;32;23,5
2020-10-19;13106;54;74;64
2020-10-19;13107;39;54;46,5
2020-10-19;13108;59;115;87
2020-10-19;13603;36;37;36,5
2020-10-19;13109;52;65;58,5
2020-10-19;13110;121;198;159,5
2020-10-19;13111;47;62;54,5
2020-10-19;13112;66;104;85
2020-10-19;13113;20;45;32,5
2020-10-19;13302;18;44;31
2020-10-19;13114;114;163;138,5
2020-10-19;13115;41;66;53,5
2020-10-19;13116;36;43;39,5
2020-10-19;13117;35;47;41
2020-10-19;13118;32;50;41
2020-10-19;13119;206;301;253,5
2020-10-19;13504;1;1;1
2020-10-19;13501;45;63;54
2020-10-19;13120;49;88;68,5
2020-10-19;13604;37;46;41,5
2020-10-19;13404;35;41;38
2020-10-19;13121;32;50;41
2020-10-19;13605;24;59;41,5
2020-10-19;13122;62;106;84
2020-10-19;13202;4;9;6,5
2020-10-19;13123;42;58;50
2020-10-19;13124;91;136;113,5
2020-10-19;13201;265;423;344
2020-10-19;13125;70;95;82,5
2020-10-19;13126;49;79;64
2020-10-19;13127;84;78;81
2020-10-19;13128;75;72;73,5
2020-10-19;13401;105;130;117,5
2020-10-19;13129;30;50;40
2020-10-19;13203;7;19;13
2020-10-19;13130;55;75;65
2020-10-19;13505;7;0;3,5
2020-10-19;13131;44;54;49
2020-10-19;13101;140;231;185,5
2020-10-19;13601;25;39;32
2020-10-19;13303;11;2;6,5
2020-10-19;13132;19;25;22
2020-10-19;6302;3;7;5
2020-10-19;6303;24;19;21,5
2020-10-19;6102;13;17;15
2020-10-19;6103;0;10;5
2020-10-19;6104;12;19;15,5
2020-10-19;6105;15;43;29
2020-10-19;6106;12;37;24,5
2020-10-19;6202;0;0;0
2020-10-19;6107;26;33;29,5
2020-10-19;6203;1;0;0,5
2020-10-19;6304;15;14;14,5
2020-10-19;6108;16;39;27,5
2020-10-19;6109;22;7;14,5
2020-10-19;6204;0;1;0,5
2020-10-19;6110;20;26;23
2020-10-19;6305;3;9;6
2020-10-19;6205;2;1;1,5
2020-10-19;6111;8;15;11,5
2020-10-19;6306;5;11;8
2020-10-19;6206;2;5;3,5
2020-10-19;6307;10;16;13
2020-10-19;6112;23;21;22
2020-10-19;6113;24;39;31,5
2020-10-19;6201;11;5;8
2020-10-19;6308;0;8;4
2020-10-19;6309;0;1;0,5
2020-10-19;6114;9;9;9
2020-10-19;6101;168;258;213
2020-10-19;6115;50;71;60,5
2020-10-19;6116;10;15;12,5
2020-10-19;6301;87;88;87,5
2020-10-19;6117;52;80;66
2020-10-19;6310;16;18;17
2020-10-19;7201;13;22;17,5
2020-10-19;7202;7;12;9,5
2020-10-19;7402;28;24;26
2020-10-19;7102;16;18;17
2020-10-19;7103;3;11;7
2020-10-19;7301;119;182;150,5
2020-10-19;7104;0;2;1
2020-10-19;7302;1;2;1,5
2020-10-19;7303;0;2;1
2020-10-19;7401;31;44;37,5
2020-10-19;7403;11;25;18
2020-10-19;7105;34;73;53,5
2020-10-19;7304;25;42;33,5
2020-10-19;7404;23;49;36
2020-10-19;7106;0;0;0
2020-10-19;7203;3;5;4
2020-10-19;7107;1;3;2
2020-10-19;7305;12;16;14
2020-10-19;7405;13;15;14
2020-10-19;7108;4;8;6
2020-10-19;7306;11;9;10
2020-10-19;7307;3;7;5
2020-10-19;7109;5;19;12
2020-10-19;7406;61;53;57
2020-10-19;7110;10;8;9
2020-10-19;7101;214;357;285,5
2020-10-19;7308;9;19;14
2020-10-19;7309;1;2;1,5
2020-10-19;7407;7;17;12
2020-10-19;7408;6;18;12
2020-10-19;16102;32;38;35
2020-10-19;16101;191;220;205,5
2020-10-19;16103;25;17;21
2020-10-19;16202;6;1;3,5
2020-10-19;16203;6;17;11,5
2020-10-19;16302;5;30;17,5
2020-10-19;16104;10;6;8
2020-10-19;16204;1;2;1,5
2020-10-19;16303;1;3;2
2020-10-19;16105;4;2;3
2020-10-19;16106;3;7;5
2020-10-19;16205;6;5;5,5
2020-10-19;16107;4;5;4,5
2020-10-19;16201;11;16;13,5
2020-10-19;16206;4;11;7,5
2020-10-19;16301;21;30;25,5
2020-10-19;16304;0;3;1,5
2020-10-19;16108;1;4;2,5
2020-10-19;16305;2;2;2
2020-10-19;16207;2;7;4,5
2020-10-19;16109;3;2;2,5
2020-10-19;8314;1;0;0,5
2020-10-19;8302;0;1;0,5
2020-10-19;8202;105;123;114
2020-10-19;8303;41;68;54,5
2020-10-19;8203;102;186;144
2020-10-19;8103;99;118;108,5
2020-10-19;8101;211;274;242,5
2020-10-19;8204;5;7;6
2020-10-19;8102;154;208;181
2020-10-19;8205;56;78;67
2020-10-19;8104;5;11;8
2020-10-19;8112;87;90;88,5
2020-10-19;8105;24;29;26,5
2020-10-19;8304;29;64;46,5
2020-10-19;8201;46;47;46,5
2020-10-19;8206;51;69;60
2020-10-19;8301;175;158;166,5
2020-10-19;8106;80;166;123
2020-10-19;8305;29;39;34
2020-10-19;8306;18;30;24
2020-10-19;8307;7;12;9,5
2020-10-19;8107;21;36;28,5
2020-10-19;8308;11;19;15
2020-10-19;8309;1;1;1
2020-10-19;8108;131;189;160
2020-10-19;8310;2;10;6
2020-10-19;8311;11;15;13
2020-10-19;8109;9;14;11,5
2020-10-19;8110;107;133;120
2020-10-19;8207;15;12;13,5
2020-10-19;8111;83;121;102
2020-10-19;8312;16;35;25,5
2020-10-19;8313;55;52;53,5
2020-10-19;9201;37;67;52
2020-10-19;9102;34;80;57
2020-10-19;9121;9;11;10
2020-10-19;9202;13;25;19
2020-10-19;9103;14;34;24
2020-10-19;9203;4;1;2,5
2020-10-19;9104;0;1;0,5
2020-10-19;9204;5;5;5
2020-10-19;9105;39;37;38
2020-10-19;9106;63;74;68,5
2020-10-19;9107;7;15;11
2020-10-19;9108;30;54;42
2020-10-19;9109;3;18;10,5
2020-10-19;9205;2;11;6,5
2020-10-19;9206;0;6;3
2020-10-19;9207;5;4;4,5
2020-10-19;9110;0;1;0,5
2020-10-19;9111;29;42;35,5
2020-10-19;9112;127;127;127
2020-10-19;9113;5;26;15,5
2020-10-19;9114;13;12;12,5
2020-10-19;9115;25;38;31,5
2020-10-19;9208;1;1;1
2020-10-19;9209;7;33;20
2020-10-19;9116;21;32;26,5
2020-10-19;9101;381;473;427
2020-10-19;9117;5;9;7
2020-10-19;9118;5;5;5
2020-10-19;9210;11;11;11
2020-10-19;9211;32;29;30,5
2020-10-19;9119;20;28;24
2020-10-19;9120;89;120;104,5
2020-10-19;14102;15;7;11
2020-10-19;14202;5;12;8,5
2020-10-19;14201;40;64;52
2020-10-19;14203;26;10;18
2020-10-19;14103;15;27;21
2020-10-19;14104;22;29;25,5
2020-10-19;14105;1;3;2
2020-10-19;14106;20;32;26
2020-10-19;14107;22;42;32
2020-10-19;14108;14;15;14,5
2020-10-19;14204;30;63;46,5
2020-10-19;14101;202;211;206,5
2020-10-19;10202;14;14;14
2020-10-19;10102;76;54;65
2020-10-19;10201;47;32;39,5
2020-10-19;10401;0;0;0
2020-10-19;10203;105;93;99
2020-10-19;10103;2;0;1
2020-10-19;10204;1;0;0,5
2020-10-19;10205;21;13;17
2020-10-19;10104;23;50;36,5
2020-10-19;10105;19;43;31
2020-10-19;10402;1;0;0,5
2020-10-19;10403;31;41;36
2020-10-19;10107;47;38;42,5
2020-10-19;10106;44;41;42,5
2020-10-19;10108;23;25;24
2020-10-19;10301;283;407;345
2020-10-19;10404;0;0;0
2020-10-19;10101;425;564;494,5
2020-10-19;10302;9;18;13,5
2020-10-19;10109;33;81;57
2020-10-19;10206;0;6;3
2020-10-19;10303;64;105;84,5
2020-10-19;10304;23;21;22
2020-10-19;10207;11;4;7,5
2020-10-19;10208;14;50;32
2020-10-19;10209;16;21;18,5
2020-10-19;10210;0;0;0
2020-10-19;10305;31;40;35,5
2020-10-19;10306;43;46;44,5
2020-10-19;10307;21;35;28
2020-10-19;11201;5;6;5,5
2020-10-19;11401;21;10;15,5
2020-10-19;11202;25;1;13
2020-10-19;11301;0;0;0
2020-10-19;11101;111;217;164
2020-10-19;11203;0;0;0
2020-10-19;11102;0;0;0
2020-10-19;11302;0;0;0
2020-10-19;11402;0;3;1,5
2020-10-19;11303;0;0;0
2020-10-19;12202;0;0;0
2020-10-19;12201;2;20;11
2020-10-19;12102;0;2;1
2020-10-19;12401;178;252;215
2020-10-19;12301;22;61;41,5
2020-10-19;12302;1;1;1
2020-10-19;12101;410;753;581,5
2020-10-19;12103;0;0;0
2020-10-19;12104;0;4;2
2020-10-19;12303;6;1;3,5
2020-10-19;12402;0;0;0
2020-10-26;15101;269;316;292,5
2020-10-26;15102;0;0;0
2020-10-26;15202;0;0;0
2020-10-26;15201;1;2;1,5
2020-10-26;1107;94;110;102
2020-10-26;1402;0;0;0
2020-10-26;1403;0;0;0
2020-10-26;1404;1;2;1,5
2020-10-26;1101;213;191;202
2020-10-26;1405;2;2;2
2020-10-26;1401;12;15;13,5
2020-10-26;2101;242;239;240,5
2020-10-26;2201;54;37;45,5
2020-10-26;2302;3;2;2,5
2020-10-26;2102;14;14;14
2020-10-26;2202;0;0;0
2020-10-26;2203;5;5;5
2020-10-26;2103;0;1;0,5
2020-10-26;2104;3;3;3
2020-10-26;2301;11;7;9
2020-10-26;3302;0;0;0
2020-10-26;3102;6;4;5
2020-10-26;3201;2;1;1,5
2020-10-26;3101;90;99;94,5
2020-10-26;3202;20;23;21,5
2020-10-26;3303;2;2;2
2020-10-26;3304;5;11;8
2020-10-26;3103;6;6;6
2020-10-26;3301;29;23;26
2020-10-26;4103;2;2;2
2020-10-26;4202;1;3;2
2020-10-26;4302;4;5;4,5
2020-10-26;4102;43;37;40
2020-10-26;4201;3;9;6
2020-10-26;4104;0;0;0
2020-10-26;4101;42;48;45
2020-10-26;4203;7;4;5,5
2020-10-26;4303;10;7;8,5
2020-10-26;4301;11;22;16,5
2020-10-26;4105;0;1;0,5
2020-10-26;4304;1;4;2,5
2020-10-26;4305;0;0;0
2020-10-26;4204;5;5;5
2020-10-26;4106;0;1;0,5
2020-10-26;5602;14;15;14,5
2020-10-26;5402;3;2;2,5
2020-10-26;5502;15;14;14,5
2020-10-26;5302;7;5;6
2020-10-26;5603;4;4;4
2020-10-26;5102;4;5;4,5
2020-10-26;5702;7;10;8,5
2020-10-26;5103;19;13;16
2020-10-26;5604;5;3;4
2020-10-26;5605;4;3;3,5
2020-10-26;5503;1;1;1
2020-10-26;5201;0;0;0
2020-10-26;5104;0;0;0
2020-10-26;5504;7;8;7,5
2020-10-26;5401;11;15;13
2020-10-26;5802;14;18;16
2020-10-26;5703;19;19;19
2020-10-26;5301;12;23;17,5
2020-10-26;5506;10;11;10,5
2020-10-26;5803;5;12;8,5
2020-10-26;5704;0;1;0,5
2020-10-26;5403;1;2;1,5
2020-10-26;5404;0;4;2
2020-10-26;5105;6;5;5,5
2020-10-26;5705;0;3;1,5
2020-10-26;5501;22;27;24,5
2020-10-26;5801;107;108;107,5
2020-10-26;5107;16;19;17,5
2020-10-26;5303;3;4;3,5
2020-10-26;5601;14;7;10,5
2020-10-26;5304;6;17;11,5
2020-10-26;5701;19;36;27,5
2020-10-26;5706;1;1;1
2020-10-26;5606;4;14;9
2020-10-26;5101;140;161;150,5
2020-10-26;5804;76;90;83
2020-10-26;5109;120;128;124
2020-10-26;5405;1;0;0,5
2020-10-26;13502;21;7;14
2020-10-26;13402;44;38;41
2020-10-26;13403;9;5;7
2020-10-26;13102;22;26;24
2020-10-26;13103;26;25;25,5
2020-10-26;13301;46;35;40,5
2020-10-26;13104;57;60;58,5
2020-10-26;13503;9;4;6,5
2020-10-26;13105;67;71;69
2020-10-26;13602;3;6;4,5
2020-10-26;13106;56;52;54
2020-10-26;13107;41;40;40,5
2020-10-26;13108;35;46;40,5
2020-10-26;13603;68;49;58,5
2020-10-26;13109;25;45;35
2020-10-26;13110;95;115;105
2020-10-26;13111;44;52;48
2020-10-26;13112;80;73;76,5
2020-10-26;13113;35;15;25
2020-10-26;13302;16;15;15,5
2020-10-26;13114;107;116;111,5
2020-10-26;13115;39;42;40,5
2020-10-26;13116;22;34;28
2020-10-26;13117;57;51;54
2020-10-26;13118;35;35;35
2020-10-26;13119;147;191;169
2020-10-26;13504;0;1;0,5
2020-10-26;13501;26;39;32,5
2020-10-26;13120;49;59;54
2020-10-26;13604;42;42;42
2020-10-26;13404;30;31;30,5
2020-10-26;13121;27;26;26,5
2020-10-26;13605;18;15;16,5
2020-10-26;13122;68;67;67,5
2020-10-26;13202;2;3;2,5
2020-10-26;13123;48;35;41,5
2020-10-26;13124;69;73;71
2020-10-26;13201;216;243;229,5
2020-10-26;13125;80;76;78
2020-10-26;13126;39;33;36
2020-10-26;13127;71;75;73
2020-10-26;13128;35;65;50
2020-10-26;13401;121;115;118
2020-10-26;13129;23;23;23
2020-10-26;13203;4;5;4,5
2020-10-26;13130;52;55;53,5
2020-10-26;13505;27;12;19,5
2020-10-26;13131;37;39;38
2020-10-26;13101;109;140;124,5
2020-10-26;13601;20;23;21,5
2020-10-26;13303;10;9;9,5
2020-10-26;13132;17;18;17,5
2020-10-26;6302;3;1;2
2020-10-26;6303;20;22;21
2020-10-26;6102;3;6;4,5
2020-10-26;6103;2;1;1,5
2020-10-26;6104;7;9;8
2020-10-26;6105;9;12;10,5
2020-10-26;6106;15;18;16,5
2020-10-26;6202;0;0;0
2020-10-26;6107;25;29;27
2020-10-26;6203;0;1;0,5
2020-10-26;6304;4;11;7,5
2020-10-26;6108;16;23;19,5
2020-10-26;6109;18;20;19
2020-10-26;6204;3;0;1,5
2020-10-26;6110;21;14;17,5
2020-10-26;6305;9;8;8,5
2020-10-26;6205;0;2;1
2020-10-26;6111;3;6;4,5
2020-10-26;6306;6;7;6,5
2020-10-26;6206;7;4;5,5
2020-10-26;6307;2;6;4
2020-10-26;6112;11;15;13
2020-10-26;6113;21;21;21
2020-10-26;6201;2;8;5
2020-10-26;6308;2;0;1
2020-10-26;6309;0;0;0
2020-10-26;6114;4;10;7
2020-10-26;6101;133;149;141
2020-10-26;6115;24;42;33
2020-10-26;6116;8;9;8,5
2020-10-26;6301;60;68;64
2020-10-26;6117;23;39;31
2020-10-26;6310;11;13;12
2020-10-26;7201;19;19;19
2020-10-26;7202;7;5;6
2020-10-26;7402;23;24;23,5
2020-10-26;7102;10;13;11,5
2020-10-26;7103;2;4;3
2020-10-26;7301;102;118;110
2020-10-26;7104;0;0;0
2020-10-26;7302;0;1;0,5
2020-10-26;7303;0;0;0
2020-10-26;7401;47;28;37,5
2020-10-26;7403;5;5;5
2020-10-26;7105;38;34;36
2020-10-26;7304;21;21;21
2020-10-26;7404;29;12;20,5
2020-10-26;7106;3;3;3
2020-10-26;7203;4;4;4
2020-10-26;7107;0;1;0,5
2020-10-26;7305;5;10;7,5
2020-10-26;7405;12;10;11
2020-10-26;7108;4;5;4,5
2020-10-26;7306;7;8;7,5
2020-10-26;7307;1;2;1,5
2020-10-26;7109;21;5;13
2020-10-26;7406;71;61;66
2020-10-26;7110;4;6;5
2020-10-26;7101;174;188;181
2020-10-26;7308;7;10;8,5
2020-10-26;7309;0;0;0
2020-10-26;7407;3;3;3
2020-10-26;7408;10;3;6,5
2020-10-26;16102;27;38;32,5
2020-10-26;16101;175;190;182,5
2020-10-26;16103;7;21;14
2020-10-26;16202;7;6;6,5
2020-10-26;16203;4;6;5
2020-10-26;16302;22;7;14,5
2020-10-26;16104;12;8;10
2020-10-26;16204;0;1;0,5
2020-10-26;16303;0;1;0,5
2020-10-26;16105;6;4;5
2020-10-26;16106;4;4;4
2020-10-26;16205;1;5;3
2020-10-26;16107;9;4;6,5
2020-10-26;16201;24;26;25
2020-10-26;16206;5;1;3
2020-10-26;16301;12;18;15
2020-10-26;16304;0;0;0
2020-10-26;16108;3;2;2,5
2020-10-26;16305;3;2;2,5
2020-10-26;16207;0;2;1
2020-10-26;16109;3;2;2,5
2020-10-26;8314;1;1;1
2020-10-26;8302;0;0;0
2020-10-26;8202;74;99;86,5
2020-10-26;8303;50;43;46,5
2020-10-26;8203;47;66;56,5
2020-10-26;8103;96;99;97,5
2020-10-26;8101;203;213;208
2020-10-26;8204;7;7;7
2020-10-26;8102;146;151;148,5
2020-10-26;8205;26;41;33,5
2020-10-26;8104;3;3;3
2020-10-26;8112;53;78;65,5
2020-10-26;8105;18;28;23
2020-10-26;8304;21;26;23,5
2020-10-26;8201;33;40;36,5
2020-10-26;8206;26;42;34
2020-10-26;8301;195;172;183,5
2020-10-26;8106;74;78;76
2020-10-26;8305;22;28;25
2020-10-26;8306;26;17;21,5
2020-10-26;8307;5;3;4
2020-10-26;8107;31;34;32,5
2020-10-26;8308;1;13;7
2020-10-26;8309;0;1;0,5
2020-10-26;8108;129;130;129,5
2020-10-26;8310;3;2;2,5
2020-10-26;8311;12;6;9
2020-10-26;8109;13;6;9,5
2020-10-26;8110;111;111;111
2020-10-26;8207;10;12;11
2020-10-26;8111;58;88;73
2020-10-26;8312;3;6;4,5
2020-10-26;8313;53;46;49,5
2020-10-26;9201;14;18;16
2020-10-26;9102;50;36;43
2020-10-26;9121;4;6;5
2020-10-26;9202;27;13;20
2020-10-26;9103;26;19;22,5
2020-10-26;9203;9;3;6
2020-10-26;9104;0;0;0
2020-10-26;9204;2;3;2,5
2020-10-26;9105;38;39;38,5
2020-10-26;9106;55;45;50
2020-10-26;9107;47;20;33,5
2020-10-26;9108;49;34;41,5
2020-10-26;9109;3;1;2
2020-10-26;9205;0;1;0,5
2020-10-26;9206;2;1;1,5
2020-10-26;9207;6;5;5,5
2020-10-26;9110;8;0;4
2020-10-26;9111;20;35;27,5
2020-10-26;9112;115;126;120,5
2020-10-26;9113;17;8;12,5
2020-10-26;9114;29;28;28,5
2020-10-26;9115;17;28;22,5
2020-10-26;9208;8;1;4,5
2020-10-26;9209;0;4;2
2020-10-26;9116;19;17;18
2020-10-26;9101;455;429;442
2020-10-26;9117;2;3;2,5
2020-10-26;9118;2;6;4
2020-10-26;9210;2;6;4
2020-10-26;9211;23;23;23
2020-10-26;9119;29;32;30,5
2020-10-26;9120;65;68;66,5
2020-10-26;14102;19;19;19
2020-10-26;14202;20;11;15,5
2020-10-26;14201;67;57;62
2020-10-26;14203;48;33;40,5
2020-10-26;14103;16;17;16,5
2020-10-26;14104;18;12;15
2020-10-26;14105;0;0;0
2020-10-26;14106;9;18;13,5
2020-10-26;14107;4;5;4,5
2020-10-26;14108;27;16;21,5
2020-10-26;14204;16;24;20
2020-10-26;14101;192;180;186
2020-10-26;10202;28;24;26
2020-10-26;10102;124;90;107
2020-10-26;10201;91;46;68,5
2020-10-26;10401;0;0;0
2020-10-26;10203;79;92;85,5
2020-10-26;10103;3;3;3
2020-10-26;10204;3;1;2
2020-10-26;10205;36;33;34,5
2020-10-26;10104;9;16;12,5
2020-10-26;10105;13;16;14,5
2020-10-26;10402;1;2;1,5
2020-10-26;10403;46;34;40
2020-10-26;10107;23;37;30
2020-10-26;10106;45;49;47
2020-10-26;10108;38;17;27,5
2020-10-26;10301;173;226;199,5
2020-10-26;10404;0;0;0
2020-10-26;10101;429;433;431
2020-10-26;10302;7;9;8
2020-10-26;10109;40;31;35,5
2020-10-26;10206;0;0;0
2020-10-26;10303;53;56;54,5
2020-10-26;10304;18;27;22,5
2020-10-26;10207;15;16;15,5
2020-10-26;10208;13;18;15,5
2020-10-26;10209;21;21;21
2020-10-26;10210;4;1;2,5
2020-10-26;10305;17;24;20,5
2020-10-26;10306;39;44;41,5
2020-10-26;10307;12;20;16
2020-10-26;11201;4;5;4,5
2020-10-26;11401;7;18;12,5
2020-10-26;11202;21;29;25
2020-10-26;11301;0;0;0
2020-10-26;11101;51;66;58,5
2020-10-26;11203;0;0;0
2020-10-26;11102;0;0;0
2020-10-26;11302;0;0;0
2020-10-26;11402;0;0;0
2020-10-26;11303;0;0;0
2020-10-26;12202;0;0;0
2020-10-26;12201;0;0;0
2020-10-26;12102;0;1;0,5
2020-10-26;12401;184;185;184,5
2020-10-26;12301;15;18;16,5
2020-10-26;12302;0;1;0,5
2020-10-26;12101;357;413;385
2020-10-26;12103;0;0;0
2020-10-26;12104;1;1;1
2020-10-26;12303;1;5;3
2020-10-26;12402;0;0;0
2020-11-02;15101;244;226;235
2020-11-02;15102;0;0;0
2020-11-02;15202;0;0;0
