SEMANA;CODIGO_COMUNA;PASO
2020-12-21;6115;3
2020-12-28;6115;3
2021-01-04;6115;3
2021-01-11;6115;3
2021-01-18;6115;2
2021-01-25;6115;2
2021-02-01;6115;2
2021-02-08;6115;2
2021-02-15;6115;1
2021-02-22;6115;1
2021-03-01;6115;1
2021-03-08;6115;1
2021-03-15;6115;1
2021-03-22;6115;1
2021-03-29;6115;1
2021-04-05;6115;1
2021-04-12;6115;1
2021-04-19;6115;1
2021-04-26;6115;1
2021-05-03;6115;1
2020-07-27;6116;3
2020-08-03;6116;3
2020-08-10;6116;3
2020-08-17;6116;3
2020-08-24;6116;3
2020-08-31;6116;3
2020-09-07;6116;3
2020-09-14;6116;3
2020-09-21;6116;3
2020-09-28;6116;3
2020-10-05;6116;3
2020-10-12;6116;3
2020-10-19;6116;3
2020-10-26;6116;3
2020-11-02;6116;3
2020-11-09;6116;3
2020-11-16;6116;3
2020-11-23;6116;3
2020-11-30;6116;3
2020-12-07;6116;3
2020-12-14;6116;3
2020-12-21;6116;3
2020-12-28;6116;3
2021-01-04;6116;3
2021-01-11;6116;3
2021-01-18;6116;3
2021-01-25;6116;2
2021-02-01;6116;2
2021-02-08;6116;2
2021-02-15;6116;2
2021-02-22;6116;3
2021-03-01;6116;3
2021-03-08;6116;2
2021-03-15;6116;2
2021-03-22;6116;2
2021-03-29;6116;2
2021-04-05;6116;1
2021-04-12;6116;1
2021-04-19;6116;1
2021-04-26;6116;1
2021-05-03;6116;1
2020-07-27;6117;3
2020-08-03;6117;3
2020-08-10;6117;1
2020-08-17;6117;1
2020-08-24;6117;1
2020-08-31;6117;1
2020-09-07;6117;1
2020-09-14;6117;1
2020-09-21;6117;1
2020-09-28;6117;1
2020-10-05;6117;2
2020-10-12;6117;2
2020-10-19;6117;2
2020-10-26;6117;2
2020-11-02;6117;3
2020-11-09;6117;3
2020-11-16;6117;3
2020-11-23;6117;3
2020-11-30;6117;3
2020-12-07;6117;3
2020-12-14;6117;3
2020-12-21;6117;3
2020-12-28;6117;3
2021-01-04;6117;3
2021-01-11;6117;1
2021-01-18;6117;1
2021-01-25;6117;1
2021-02-01;6117;1
2021-02-08;6117;2
2021-02-15;6117;2
2021-02-22;6117;2
2021-03-01;6117;2
2021-03-08;6117;2
2021-03-15;6117;2
2021-03-22;6117;1
2021-03-29;6117;1
2021-04-05;6117;1
2021-04-12;6117;1
2021-04-19;6117;1
2021-04-26;6117;1
2021-05-03;6117;1
2020-07-27;6201;3
2020-08-03;6201;3
2020-08-10;6201;3
2020-08-17;6201;3
2020-08-24;6201;3
2020-08-31;6201;3
2020-09-07;6201;3
2020-09-14;6201;3
2020-09-21;6201;3
2020-09-28;6201;3
2020-10-05;6201;3
2020-10-12;6201;3
2020-10-19;6201;3
2020-10-26;6201;3
2020-11-02;6201;3
2020-11-09;6201;3
2020-11-16;6201;3
2020-11-23;6201;3
2020-11-30;6201;3
2020-12-07;6201;3
2020-12-14;6201;3
2020-12-21;6201;3
2020-12-28;6201;3
2021-01-04;6201;3
2021-01-11;6201;3
2021-01-18;6201;3
2021-01-25;6201;2
2021-02-01;6201;2
2021-02-08;6201;2
2021-02-15;6201;2
2021-02-22;6201;2
2021-03-01;6201;1
2021-03-08;6201;1
2021-03-15;6201;1
2021-03-22;6201;1
2021-03-29;6201;1
2021-04-05;6201;1
2021-04-12;6201;1
2021-04-19;6201;2
2021-04-26;6201;2
2021-05-03;6201;2
2020-07-27;6202;3
2020-08-03;6202;3
2020-08-10;6202;3
2020-08-17;6202;3
2020-08-24;6202;3
2020-08-31;6202;3
2020-09-07;6202;3
2020-09-14;6202;3
2020-09-21;6202;3
2020-09-28;6202;3
2020-10-05;6202;3
2020-10-12;6202;3
2020-10-19;6202;3
2020-10-26;6202;3
2020-11-02;6202;3
2020-11-09;6202;3
2020-11-16;6202;3
2020-11-23;6202;3
2020-11-30;6202;3
2020-12-07;6202;3
2020-12-14;6202;3
2020-12-21;6202;3
2020-12-28;6202;3
2021-01-04;6202;3
2021-01-11;6202;3
2021-01-18;6202;3
2021-01-25;6202;3
2021-02-01;6202;3
2021-02-08;6202;3
2021-02-15;6202;3
2021-02-22;6202;3
2021-03-01;6202;2
2021-03-08;6202;2
2021-03-15;6202;2
2021-03-22;6202;2
2021-03-29;6202;2
2021-04-05;6202;2
2021-04-12;6202;1
2021-04-19;6202;1
2021-04-26;6202;1
2021-05-03;6202;2
2020-07-27;6203;3
2020-08-03;6203;3
2020-08-10;6203;3
2020-08-17;6203;3
2020-08-24;6203;3
2020-08-31;6203;3
2020-09-07;6203;3
2020-09-14;6203;3
2020-09-21;6203;3
2020-09-28;6203;3
2020-10-05;6203;3
2020-10-12;6203;3
2020-10-19;6203;3
2020-10-26;6203;3
2020-11-02;6203;3
2020-11-09;6203;3
2020-11-16;6203;3
2020-11-23;6203;3
2020-11-30;6203;3
2020-12-07;6203;3
2020-12-14;6203;3
2020-12-21;6203;3
2020-12-28;6203;3
2021-01-04;6203;3
2021-01-11;6203;3
2021-01-18;6203;3
2021-01-25;6203;3
2021-02-01;6203;3
2021-02-08;6203;3
2021-02-15;6203;3
2021-02-22;6203;3
2021-03-01;6203;2
2021-03-08;6203;2
2021-03-15;6203;2
2021-03-22;6203;1
2021-03-29;6203;1
2021-04-05;6203;1
2021-04-12;6203;1
2021-04-19;6203;1
2021-04-26;6203;1
2021-05-03;6203;1
2020-07-27;6204;3
2020-08-03;6204;3
2020-08-10;6204;3
2020-08-17;6204;3
2020-08-24;6204;3
2020-08-31;6204;3
2020-09-07;6204;3
2020-09-14;6204;3
2020-09-21;6204;3
2020-09-28;6204;3
2020-10-05;6204;3
2020-10-12;6204;3
2020-10-19;6204;3
2020-10-26;6204;3
2020-11-02;6204;3
2020-11-09;6204;3
2020-11-16;6204;3
2020-11-23;6204;3
2020-11-30;6204;3
2020-12-07;6204;3
2020-12-14;6204;3
2020-12-21;6204;3
2020-12-28;6204;3
2021-01-04;6204;3
2021-01-11;6204;3
2021-01-18;6204;3
2021-01-25;6204;3
2021-02-01;6204;3
2021-02-08;6204;3
2021-02-15;6204;2
2021-02-22;6204;2
2021-03-01;6204;3
2021-03-08;6204;3
2021-03-15;6204;3
2021-03-22;6204;3
2021-03-29;6204;2
2021-04-05;6204;1
2021-04-12;6204;1
2021-04-19;6204;1
2021-04-26;6204;1
2021-05-03;6204;1
2020-07-27;6205;3
2020-08-03;6205;3
2020-08-10;6205;3
2020-08-17;6205;3
2020-08-24;6205;3
2020-08-31;6205;3
2020-09-07;6205;3
2020-09-14;6205;3
2020-09-21;6205;3
2020-09-28;6205;3
2020-10-05;6205;3
2020-10-12;6205;3
2020-10-19;6205;3
2020-10-26;6205;3
2020-11-02;6205;3
2020-11-09;6205;3
2020-11-16;6205;3
2020-11-23;6205;3
2020-11-30;6205;3
2020-12-07;6205;3
2020-12-14;6205;3
2020-12-21;6205;3
2020-12-28;6205;3
2021-01-04;6205;3
2021-01-11;6205;3
2021-01-18;6205;3
2021-01-25;6205;3
2021-02-01;6205;3
2021-02-08;6205;3
2021-02-15;6205;3
2021-02-22;6205;3
2021-03-01;6205;2
2021-03-08;6205;1
2021-03-15;6205;1
2021-03-22;6205;1
2021-03-29;6205;1
2021-04-05;6205;1
2021-04-12;6205;2
2021-04-19;6205;2
2021-04-26;6205;2
2021-05-03;6205;3
2020-07-27;6206;3
2020-08-03;6206;3
2020-08-10;6206;3
2020-08-17;6206;3
2020-08-24;6206;3
2020-08-31;6206;3
2020-09-07;6206;3
2020-09-14;6206;3
2020-09-21;6206;3
2020-09-28;6206;3
2020-10-05;6206;3
2020-10-12;6206;3
2020-10-19;6206;3
2020-10-26;6206;3
2020-11-02;6206;3
2020-11-09;6206;3
2020-11-16;6206;3
2020-11-23;6206;3
2020-11-30;6206;3
2020-12-07;6206;3
2020-12-14;6206;3
2020-12-21;6206;3
2020-12-28;6206;3
2021-01-04;6206;3
2021-01-11;6206;3
2021-01-18;6206;3
2021-01-25;6206;3
2021-02-01;6206;2
2021-02-08;6206;2
2021-02-15;6206;2
2021-02-22;6206;3
2021-03-01;6206;3
2021-03-08;6206;2
2021-03-15;6206;2
2021-03-22;6206;2
2021-03-29;6206;3
2021-04-05;6206;3
2021-04-12;6206;2
2021-04-19;6206;2
2021-04-26;6206;1
2021-05-03;6206;1
2020-07-27;6301;3
2020-08-03;6301;3
2020-08-10;6301;3
2020-08-17;6301;3
2020-08-24;6301;3
2020-08-31;6301;3
2020-09-07;6301;3
2020-09-14;6301;2
2020-09-21;6301;2
2020-09-28;6301;2
2020-10-05;6301;2
2020-10-12;6301;2
2020-10-19;6301;2
2020-10-26;6301;2
2020-11-02;6301;2
2020-11-09;6301;2
2020-11-16;6301;3
2020-11-23;6301;3
2020-11-30;6301;3
2020-12-07;6301;3
2020-12-14;6301;3
2020-12-21;6301;3
2020-12-28;6301;3
2021-01-04;6301;3
2021-01-11;6301;3
2021-01-18;6301;3
2021-01-25;6301;3
2021-02-01;6301;2
2021-02-08;6301;2
2021-02-15;6301;2
2021-02-22;6301;3
2021-03-01;6301;2
2021-03-08;6301;1
2021-03-15;6301;1
2021-03-22;6301;1
2021-03-29;6301;1
2021-04-05;6301;1
2021-04-12;6301;1
2021-04-19;6301;1
2021-04-26;6301;1
2021-05-03;6301;1
2020-07-27;6302;3
2020-08-03;6302;3
2020-08-10;6302;3
2020-08-17;6302;3
2020-08-24;6302;3
2020-08-31;6302;3
2020-09-07;6302;3
2020-09-14;6302;3
2020-09-21;6302;3
2020-09-28;6302;3
2020-10-05;6302;3
2020-10-12;6302;3
2020-10-19;6302;3
2020-10-26;6302;3
2020-11-02;6302;3
2020-11-09;6302;3
2020-11-16;6302;3
2020-11-23;6302;3
2020-11-30;6302;3
2020-12-07;6302;3
2020-12-14;6302;3
2020-12-21;6302;3
2020-12-28;6302;3
2021-01-04;6302;3
2021-01-11;6302;2
2021-01-18;6302;2
2021-01-25;6302;2
2021-02-01;6302;3
2021-02-08;6302;3
2021-02-15;6302;3
2021-02-22;6302;3
2021-03-01;6302;3
2021-03-08;6302;2
2021-03-15;6302;1
2021-03-22;6302;1
2021-03-29;6302;1
2021-04-05;6302;1
2021-04-12;6302;1
2021-04-19;6302;1
2021-04-26;6302;1
2021-05-03;6302;1
2020-07-27;6303;3
2020-08-03;6303;3
2020-08-10;6303;3
2020-08-17;6303;3
2020-08-24;6303;3
2020-08-31;6303;3
2020-09-07;6303;3
2020-09-14;6303;3
2020-09-21;6303;3
2020-09-28;6303;3
2020-10-05;6303;3
2020-10-12;6303;3
2020-10-19;6303;3
2020-10-26;6303;3
2020-11-02;6303;3
2020-11-09;6303;3
2020-11-16;6303;3
2020-11-23;6303;3
2020-11-30;6303;3
2020-12-07;6303;3
2020-12-14;6303;3
2020-12-21;6303;3
2020-12-28;6303;3
2021-01-04;6303;3
2021-01-11;6303;3
2021-01-18;6303;3
2021-01-25;6303;3
2021-02-01;6303;3
2021-02-08;6303;3
2021-02-15;6303;2
2021-02-22;6303;2
2021-03-01;6303;2
2021-03-08;6303;2
2021-03-15;6303;1
2021-03-22;6303;1
2021-03-29;6303;1
2021-04-05;6303;1
2021-04-12;6303;1
2021-04-19;6303;1
2021-04-26;6303;1
2021-05-03;6303;1
2020-07-27;6304;3
2020-08-03;6304;3
2020-08-10;6304;3
2020-08-17;6304;3
2020-08-24;6304;3
2020-08-31;6304;3
2020-09-07;6304;3
2020-09-14;6304;3
2020-09-21;6304;3
2020-09-28;6304;3
2020-10-05;6304;3
2020-10-12;6304;3
2020-10-19;6304;3
2020-10-26;6304;3
2020-11-02;6304;3
2020-11-09;6304;3
2020-11-16;6304;3
2020-11-23;6304;3
2020-11-30;6304;3
2020-12-07;6304;3
2020-12-14;6304;3
2020-12-21;6304;3
2020-12-28;6304;3
2021-01-04;6304;3
2021-01-11;6304;3
2021-01-18;6304;3
2021-01-25;6304;3
2021-02-01;6304;3
2021-02-08;6304;3
2021-02-15;6304;3
2021-02-22;6304;3
2021-03-01;6304;3
2021-03-08;6304;3
2021-03-15;6304;2
2021-03-22;6304;2
2021-03-29;6304;3
2021-04-05;6304;3
2021-04-12;6304;3
2021-04-19;6304;3
2021-04-26;6304;3
2021-05-03;6304;3
2020-07-27;6305;3
2020-08-03;6305;3
2020-08-10;6305;3
2020-08-17;6305;3
2020-08-24;6305;3
2020-08-31;6305;3
2020-09-07;6305;3
2020-09-14;6305;3
2020-09-21;6305;3
2020-09-28;6305;3
2020-10-05;6305;3
2020-10-12;6305;3
2020-10-19;6305;3
2020-10-26;6305;3
2020-11-02;6305;3
2020-11-09;6305;3
2020-11-16;6305;3
2020-11-23;6305;3
2020-11-30;6305;3
2020-12-07;6305;3
2020-12-14;6305;3
2020-12-21;6305;3
2020-12-28;6305;3
2021-01-04;6305;3
2021-01-11;6305;3
2021-01-18;6305;3
2021-01-25;6305;3
2021-02-01;6305;2
2021-02-08;6305;2
2021-02-15;6305;3
2021-02-22;6305;3
2021-03-01;6305;2
2021-03-08;6305;1
2021-03-15;6305;1
2021-03-22;6305;1
2021-03-29;6305;1
2021-04-05;6305;1
2021-04-12;6305;1
2021-04-19;6305;1
2021-04-26;6305;1
2021-05-03;6305;1
2020-07-27;6306;3
2020-08-03;6306;3
2020-08-10;6306;3
2020-08-17;6306;3
2020-08-24;6306;3
2020-08-31;6306;3
2020-09-07;6306;3
2020-09-14;6306;3
2020-09-21;6306;3
2020-09-28;6306;3
2020-10-05;6306;3
2020-10-12;6306;3
2020-10-19;6306;3
2020-10-26;6306;3
2020-11-02;6306;3
2020-11-09;6306;3
2020-11-16;6306;3
2020-11-23;6306;3
2020-11-30;6306;3
2020-12-07;6306;3
2020-12-14;6306;3
2020-12-21;6306;3
2020-12-28;6306;3
2021-01-04;6306;3
2021-01-11;6306;3
2021-01-18;6306;3
2021-01-25;6306;3
2021-02-01;6306;3
2021-02-08;6306;2
2021-02-15;6306;2
2021-02-22;6306;2
2021-03-01;6306;1
2021-03-08;6306;1
2021-03-15;6306;1
2021-03-22;6306;1
2021-03-29;6306;1
2021-04-05;6306;1
2021-04-12;6306;1
2021-04-19;6306;1
2021-04-26;6306;1
2021-05-03;6306;1
2020-07-27;6307;3
2020-08-03;6307;3
2020-08-10;6307;3
2020-08-17;6307;3
2020-08-24;6307;3
2020-08-31;6307;3
2020-09-07;6307;3
2020-09-14;6307;3
2020-09-21;6307;3
2020-09-28;6307;3
2020-10-05;6307;3
2020-10-12;6307;3
2020-10-19;6307;3
2020-10-26;6307;3
2020-11-02;6307;3
2020-11-09;6307;3
2020-11-16;6307;3
2020-11-23;6307;3
2020-11-30;6307;3
2020-12-07;6307;3
2020-12-14;6307;3
2020-12-21;6307;3
2020-12-28;6307;3
2021-01-04;6307;3
2021-01-11;6307;3
2021-01-18;6307;3
2021-01-25;6307;3
2021-02-01;6307;2
2021-02-08;6307;2
2021-02-15;6307;2
2021-02-22;6307;2
2021-03-01;6307;2
2021-03-08;6307;2
2021-03-15;6307;2
2021-03-22;6307;3
2021-03-29;6307;2
2021-04-05;6307;1
2021-04-12;6307;1
2021-04-19;6307;1
2021-04-26;6307;1
2021-05-03;6307;1
2020-07-27;6308;3
2020-08-03;6308;3
2020-08-10;6308;3
2020-08-17;6308;3
2020-08-24;6308;3
2020-08-31;6308;3
2020-09-07;6308;3
2020-09-14;6308;3
2020-09-21;6308;3
2020-09-28;6308;3
2020-10-05;6308;3
2020-10-12;6308;3
2020-10-19;6308;3
2020-10-26;6308;3
2020-11-02;6308;3
2020-11-09;6308;3
2020-11-16;6308;3
2020-11-23;6308;3
2020-11-30;6308;3
2020-12-07;6308;3
2020-12-14;6308;3
2020-12-21;6308;3
2020-12-28;6308;3
2021-01-04;6308;3
2021-01-11;6308;3
2021-01-18;6308;3
2021-01-25;6308;3
2021-02-01;6308;3
2021-02-08;6308;3
2021-02-15;6308;2
2021-02-22;6308;2
2021-03-01;6308;2
2021-03-08;6308;2
2021-03-15;6308;2
2021-03-22;6308;1
2021-03-29;6308;1
2021-04-05;6308;1
2021-04-12;6308;1
2021-04-19;6308;1
2021-04-26;6308;1
2021-05-03;6308;1
2020-07-27;6309;3
2020-08-03;6309;3
2020-08-10;6309;3
2020-08-17;6309;3
2020-08-24;6309;3
2020-08-31;6309;3
2020-09-07;6309;3
2020-09-14;6309;3
2020-09-21;6309;3
2020-09-28;6309;3
2020-10-05;6309;3
2020-10-12;6309;3
2020-10-19;6309;3
2020-10-26;6309;3
2020-11-02;6309;3
2020-11-09;6309;3
2020-11-16;6309;3
2020-11-23;6309;3
2020-11-30;6309;3
2020-12-07;6309;3
2020-12-14;6309;3
2020-12-21;6309;3
2020-12-28;6309;3
2021-01-04;6309;3
2021-01-11;6309;3
2021-01-18;6309;3
2021-01-25;6309;3
2021-02-01;6309;2
2021-02-08;6309;2
2021-02-15;6309;2
2021-02-22;6309;3
2021-03-01;6309;3
2021-03-08;6309;3
2021-03-15;6309;3
2021-03-22;6309;3
2021-03-29;6309;3
2021-04-05;6309;2
2021-04-12;6309;2
2021-04-19;6309;2
2021-04-26;6309;2
2021-05-03;6309;2
2020-07-27;6310;3
2020-08-03;6310;3
2020-08-10;6310;3
2020-08-17;6310;3
2020-08-24;6310;3
2020-08-31;6310;1
2020-09-07;6310;1
2020-09-14;6310;1
2020-09-21;6310;1
2020-09-28;6310;2
2020-10-05;6310;2
2020-10-12;6310;2
2020-10-19;6310;3
2020-10-26;6310;3
2020-11-02;6310;3
2020-11-09;6310;3
2020-11-16;6310;3
2020-11-23;6310;3
2020-11-30;6310;3
2020-12-07;6310;3
2020-12-14;6310;3
2020-12-21;6310;3
2020-12-28;6310;3
2021-01-04;6310;3
2021-01-11;6310;2
2021-01-18;6310;2
2021-01-25;6310;2
2021-02-01;6310;2
2021-02-08;6310;2
2021-02-15;6310;3
2021-02-22;6310;3
2021-03-01;6310;3
2021-03-08;6310;2
2021-03-15;6310;2
2021-03-22;6310;1
2021-03-29;6310;1
2021-04-05;6310;1
2021-04-12;6310;1
2021-04-19;6310;2
2021-04-26;6310;2
2021-05-03;6310;2
2020-07-27;7101;3
2020-08-03;7101;3
2020-08-10;7101;3
2020-08-17;7101;3
2020-08-24;7101;3
2020-08-31;7101;3
2020-09-07;7101;3
2020-09-14;7101;2
2020-09-21;7101;2
2020-09-28;7101;2
2020-10-05;7101;2
2020-10-12;7101;2
2020-10-19;7101;2
2020-10-26;7101;2
2020-11-02;7101;2
2020-11-09;7101;3
2020-11-16;7101;3
2020-11-23;7101;3
2020-11-30;7101;3
2020-12-07;7101;3
2020-12-14;7101;3
2020-12-21;7101;2
2020-12-28;7101;2
2021-01-04;7101;2
2021-01-11;7101;2
2021-01-18;7101;1
2021-01-25;7101;1
2021-02-01;7101;1
2021-02-08;7101;1
2021-02-15;7101;1
2021-02-22;7101;2
2021-03-01;7101;2
2021-03-08;7101;2
2021-03-15;7101;1
2021-03-22;7101;1
2021-03-29;7101;1
2021-04-05;7101;1
2021-04-12;7101;1
2021-04-19;7101;1
2021-04-26;7101;2
2021-05-03;7101;2
2020-07-27;7102;3
2020-08-03;7102;3
2020-08-10;7102;3
2020-08-17;7102;3
2020-08-24;7102;3
2020-08-31;7102;3
2020-09-07;7102;3
2020-09-14;7102;3
2020-09-21;7102;3
2020-09-28;7102;3
2020-10-05;7102;3
2020-10-12;7102;3
2020-10-19;7102;3
2020-10-26;7102;3
2020-11-02;7102;3
2020-11-09;7102;3
2020-11-16;7102;3
2020-11-23;7102;3
2020-11-30;7102;3
2020-12-07;7102;3
2020-12-14;7102;3
2020-12-21;7102;3
2020-12-28;7102;3
2021-01-04;7102;3
2021-01-11;7102;2
2021-01-18;7102;2
2021-01-25;7102;1
2021-02-01;7102;1
2021-02-08;7102;1
2021-02-15;7102;1
2021-02-22;7102;1
2021-03-01;7102;2
2021-03-08;7102;2
2021-03-15;7102;2
2021-03-22;7102;2
2021-03-29;7102;1
2021-04-05;7102;1
2021-04-12;7102;1
2021-04-19;7102;1
2021-04-26;7102;1
2021-05-03;7102;1
2020-07-27;7103;3
2020-08-03;7103;3
2020-08-10;7103;3
2020-08-17;7103;3
2020-08-24;7103;3
2020-08-31;7103;3
2020-09-07;7103;3
2020-09-14;7103;3
2020-09-21;7103;3
2020-09-28;7103;3
2020-10-05;7103;3
2020-10-12;7103;3
2020-10-19;7103;3
2020-10-26;7103;3
2020-11-02;7103;3
2020-11-09;7103;3
2020-11-16;7103;3
2020-11-23;7103;3
2020-11-30;7103;3
2020-12-07;7103;3
2020-12-14;7103;3
2020-12-21;7103;3
2020-12-28;7103;3
2021-01-04;7103;3
2021-01-11;7103;3
2021-01-18;7103;3
2021-01-25;7103;3
2021-02-01;7103;2
2021-02-08;7103;2
2021-02-15;7103;2
2021-02-22;7103;2
2021-03-01;7103;3
2021-03-08;7103;3
2021-03-15;7103;3
2021-03-22;7103;2
2021-03-29;7103;2
2021-04-05;7103;3
2021-04-12;7103;3
2021-04-19;7103;3
2021-04-26;7103;3
2021-05-03;7103;3
2020-07-27;7104;3
2020-08-03;7104;3
2020-08-10;7104;3
2020-08-17;7104;3
2020-08-24;7104;3
2020-08-31;7104;3
2020-09-07;7104;3
2020-09-14;7104;3
2020-09-21;7104;3
2020-09-28;7104;3
2020-10-05;7104;3
2020-10-12;7104;3
2020-10-19;7104;3
2020-10-26;7104;3
2020-11-02;7104;3
2020-11-09;7104;3
2020-11-16;7104;3
2020-11-23;7104;3
2020-11-30;7104;3
2020-12-07;7104;3
2020-12-14;7104;3
2020-12-21;7104;3
2020-12-28;7104;3
2021-01-04;7104;3
2021-01-11;7104;3
2021-01-18;7104;3
2021-01-25;7104;3
2021-02-01;7104;2
2021-02-08;7104;1
2021-02-15;7104;1
2021-02-22;7104;1
2021-03-01;7104;2
2021-03-08;7104;3
2021-03-15;7104;3
2021-03-22;7104;3
2021-03-29;7104;3
2021-04-05;7104;2
2021-04-12;7104;2
2021-04-19;7104;2
2021-04-26;7104;2
2021-05-03;7104;2
2020-07-27;7105;3
2020-08-03;7105;3
2020-08-10;7105;3
2020-08-17;7105;3
2020-08-24;7105;3
2020-08-31;7105;3
2020-09-07;7105;3
2020-09-14;7105;3
2020-09-21;7105;3
2020-09-28;7105;2
2020-10-05;7105;2
2020-10-12;7105;2
2020-10-19;7105;2
2020-10-26;7105;2
2020-11-02;7105;2
2020-11-09;7105;3
2020-11-16;7105;3
2020-11-23;7105;3
2020-11-30;7105;3
2020-12-07;7105;3
2020-12-14;7105;3
2020-12-21;7105;2
2020-12-28;7105;2
2021-01-04;7105;1
2021-01-11;7105;1
2021-01-18;7105;1
2021-01-25;7105;1
2021-02-01;7105;1
2021-02-08;7105;2
2021-02-15;7105;2
2021-02-22;7105;2
2021-03-01;7105;2
2021-03-08;7105;2
2021-03-15;7105;2
2021-03-22;7105;1
2021-03-29;7105;1
2021-04-05;7105;1
2021-04-12;7105;1
2021-04-19;7105;1
2021-04-26;7105;2
2021-05-03;7105;2
2020-07-27;7106;3
2020-08-03;7106;3
2020-08-10;7106;3
2020-08-17;7106;3
2020-08-24;7106;3
2020-08-31;7106;3
2020-09-07;7106;3
2020-09-14;7106;3
2020-09-21;7106;3
2020-09-28;7106;3
2020-10-05;7106;3
2020-10-12;7106;3
2020-10-19;7106;3
2020-10-26;7106;3
2020-11-02;7106;3
2020-11-09;7106;3
2020-11-16;7106;3
2020-11-23;7106;3
2020-11-30;7106;3
2020-12-07;7106;3
2020-12-14;7106;3
2020-12-21;7106;3
2020-12-28;7106;3
2021-01-04;7106;3
2021-01-11;7106;3
2021-01-18;7106;2
2021-01-25;7106;2
2021-02-01;7106;2
2021-02-08;7106;3
2021-02-15;7106;3
2021-02-22;7106;3
2021-03-01;7106;2
2021-03-08;7106;2
2021-03-15;7106;2
2021-03-22;7106;2
2021-03-29;7106;1
2021-04-05;7106;1
2021-04-12;7106;1
2021-04-19;7106;1
2021-04-26;7106;1
2021-05-03;7106;1
2020-07-27;7107;3
2020-08-03;7107;3
2020-08-10;7107;3
2020-08-17;7107;3
2020-08-24;7107;3
2020-08-31;7107;3
2020-09-07;7107;3
2020-09-14;7107;3
2020-09-21;7107;3
2020-09-28;7107;3
2020-10-05;7107;3
2020-10-12;7107;3
2020-10-19;7107;3
2020-10-26;7107;3
2020-11-02;7107;3
2020-11-09;7107;3
2020-11-16;7107;3
2020-11-23;7107;3
2020-11-30;7107;3
2020-12-07;7107;3
2020-12-14;7107;3
2020-12-21;7107;3
2020-12-28;7107;3
2021-01-04;7107;3
2021-01-11;7107;3
2021-01-18;7107;3
2021-01-25;7107;3
2021-02-01;7107;2
2021-02-08;7107;2
2021-02-15;7107;1
2021-02-22;7107;1
2021-03-01;7107;1
2021-03-08;7107;1
2021-03-15;7107;1
2021-03-22;7107;2
2021-03-29;7107;2
2021-04-05;7107;2
2021-04-12;7107;2
2021-04-19;7107;3
2021-04-26;7107;3
2021-05-03;7107;3
2020-07-27;7108;3
2020-08-03;7108;3
2020-08-10;7108;3
2020-08-17;7108;3
2020-08-24;7108;3
2020-08-31;7108;3
2020-09-07;7108;3
2020-09-14;7108;3
2020-09-21;7108;3
2020-09-28;7108;3
2020-10-05;7108;3
2020-10-12;7108;3
2020-10-19;7108;3
2020-10-26;7108;3
2020-11-02;7108;3
2020-11-09;7108;3
2020-11-16;7108;3
2020-11-23;7108;3
2020-11-30;7108;3
2020-12-07;7108;3
2020-12-14;7108;3
2020-12-21;7108;3
2020-12-28;7108;3
2021-01-04;7108;3
2021-01-11;7108;3
2021-01-18;7108;3
2021-01-25;7108;3
2021-02-01;7108;2
2021-02-08;7108;2
2021-02-15;7108;2
2021-02-22;7108;2
2021-03-01;7108;2
2021-03-08;7108;2
2021-03-15;7108;3
2021-03-22;7108;2
2021-03-29;7108;1
2021-04-05;7108;1
2021-04-12;7108;1
2021-04-19;7108;1
2021-04-26;7108;1
2021-05-03;7108;1
2020-07-27;7109;3
2020-08-03;7109;3
2020-08-10;7109;3
2020-08-17;7109;3
2020-08-24;7109;3
2020-08-31;7109;3
2020-09-07;7109;1
2020-09-14;7109;1
2020-09-21;7109;1
2020-09-28;7109;1
2020-10-05;7109;1
2020-10-12;7109;2
2020-10-19;7109;2
2020-10-26;7109;3
2020-11-02;7109;3
2020-11-09;7109;3
2020-11-16;7109;3
2020-11-23;7109;3
2020-11-30;7109;3
2020-12-07;7109;3
2020-12-14;7109;3
2020-12-21;7109;3
2020-12-28;7109;3
2021-01-04;7109;2
2021-01-11;7109;2
2021-01-18;7109;2
2021-01-25;7109;1
2021-02-01;7109;1
2021-02-08;7109;1
2021-02-15;7109;1
2021-02-22;7109;1
2021-03-01;7109;2
2021-03-08;7109;2
2021-03-15;7109;2
2021-03-22;7109;1
2021-03-29;7109;1
2021-04-05;7109;1
2021-04-12;7109;1
2021-04-19;7109;1
2021-04-26;7109;1
2021-05-03;7109;1
2020-07-27;7110;3
2020-08-03;7110;3
2020-08-10;7110;3
2020-08-17;7110;3
2020-08-24;7110;3
2020-08-31;7110;3
2020-09-07;7110;3
2020-09-14;7110;3
2020-09-21;7110;3
2020-09-28;7110;3
2020-10-05;7110;3
2020-10-12;7110;3
2020-10-19;7110;3
2020-10-26;7110;3
2020-11-02;7110;3
2020-11-09;7110;3
2020-11-16;7110;3
2020-11-23;7110;3
2020-11-30;7110;3
2020-12-07;7110;3
2020-12-14;7110;3
2020-12-21;7110;3
2020-12-28;7110;3
2021-01-04;7110;3
2021-01-11;7110;3
2021-01-18;7110;3
2021-01-25;7110;3
2021-02-01;7110;2
2021-02-08;7110;2
2021-02-15;7110;2
2021-02-22;7110;2
2021-03-01;7110;2
2021-03-08;7110;1
2021-03-15;7110;1
2021-03-22;7110;1
2021-03-29;7110;1
2021-04-05;7110;1
